fullname,params_b,average,details_repo
godlikehhd/alpaca_data_ins_min_5200,1.544,16.38323586874574,open-llm-leaderboard/godlikehhd__alpaca_data_ins_min_5200-details
godlikehhd/alpaca_data_sampled_ifd_5200,1.544,15.703649205002767,open-llm-leaderboard/godlikehhd__alpaca_data_sampled_ifd_5200-details
godlikehhd/alpaca_data_sampled_ifd_new_5200,1.544,16.53778065653717,open-llm-leaderboard/godlikehhd__alpaca_data_sampled_ifd_new_5200-details
godlikehhd/alpaca_data_score_max_0.1_2600,1.544,15.917241105745404,open-llm-leaderboard/godlikehhd__alpaca_data_score_max_0.1_2600-details
godlikehhd/alpaca_data_score_max_0.3_2600,1.544,15.960793093536113,open-llm-leaderboard/godlikehhd__alpaca_data_score_max_0.3_2600-details
godlikehhd/alpaca_data_score_max_0.7_2600,1.544,16.630379005915092,open-llm-leaderboard/godlikehhd__alpaca_data_score_max_0.7_2600-details
godlikehhd/alpaca_data_score_max_2500,1.544,16.49115247845423,open-llm-leaderboard/godlikehhd__alpaca_data_score_max_2500-details
godlikehhd/alpaca_data_score_max_5200,1.544,16.366037527264833,open-llm-leaderboard/godlikehhd__alpaca_data_score_max_5200-details
godlikehhd/ifd_2500_qwen,1.544,16.206918147182165,open-llm-leaderboard/godlikehhd__ifd_2500_qwen-details
godlikehhd/ifd_new_correct_all_sample_2500_qwen,1.544,15.324012443597335,open-llm-leaderboard/godlikehhd__ifd_new_correct_all_sample_2500_qwen-details
godlikehhd/ifd_new_correct_sample_2500_qwen,1.544,16.393782607601025,open-llm-leaderboard/godlikehhd__ifd_new_correct_sample_2500_qwen-details
godlikehhd/ifd_new_qwen_2500,1.544,15.886984394789133,open-llm-leaderboard/godlikehhd__ifd_new_qwen_2500-details
godlikehhd/qwen_2.5-1.5b-cherry_new,1.544,15.370243206890223,open-llm-leaderboard/godlikehhd__qwen_2.5-1.5b-cherry_new-details
godlikehhd/qwen_full_data_alpaca,1.544,15.856124752105812,open-llm-leaderboard/godlikehhd__qwen_full_data_alpaca-details
godlikehhd/qwen_ins_ans_2500,1.544,14.783348090526234,open-llm-leaderboard/godlikehhd__qwen_ins_ans_2500-details
goulue5/merging_LLM,1.544,16.712100078199907,open-llm-leaderboard/goulue5__merging_LLM-details
hatemmahmoud/qwen2.5-1.5b-sft-raft-grpo-hra-doc,1.544,18.16435302663075,open-llm-leaderboard/hatemmahmoud__qwen2.5-1.5b-sft-raft-grpo-hra-doc-details
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V3,1.544,16.44790148688646,open-llm-leaderboard/lalainy__ECE-PRYMMAL-YL-1B-SLERP-V3-details
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V4,1.544,16.43838512195718,open-llm-leaderboard/lalainy__ECE-PRYMMAL-YL-1B-SLERP-V4-details
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,1.544,15.836336402400669,open-llm-leaderboard/llnYou__ECE-PRYMMAL-YL-1B-SLERP-V5-details
mosama/Qwen2.5-1.5B-Instruct-CoT-Reflection,1.544,11.862792186560862,open-llm-leaderboard/mosama__Qwen2.5-1.5B-Instruct-CoT-Reflection-details
nbeerbower/Dumpling-Qwen2.5-1.5B,1.544,15.625094396198312,open-llm-leaderboard/nbeerbower__Dumpling-Qwen2.5-1.5B-details
prithivMLmods/Bellatrix-Tiny-1.5B-R1,1.544,14.322564666933152,open-llm-leaderboard/prithivMLmods__Bellatrix-Tiny-1.5B-R1-details
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,1.544,14.636502505800076,open-llm-leaderboard/qingy2024__Qwen2.5-Coder-Draft-1.5B-Instruct-details
sumink/Qwenftmodel,1.544,10.104913951155993,open-llm-leaderboard/sumink__Qwenftmodel-details
yasserrmd/Text2SQL-1.5B,1.544,13.233972018030462,open-llm-leaderboard/yasserrmd__Text2SQL-1.5B-details
ell44ot/gemma-2b-def,1.546,8.12291928068411,open-llm-leaderboard/ell44ot__gemma-2b-def-details
tinycompany/Tamed-Shawty,1.562,13.533997252162253,open-llm-leaderboard/tinycompany__Tamed-Shawty-details
pints-ai/1.5-Pints-16K-v0.1,1.566,4.250927888464816,open-llm-leaderboard/pints-ai__1.5-Pints-16K-v0.1-details
pints-ai/1.5-Pints-2K-v0.1,1.566,4.044439684591542,open-llm-leaderboard/pints-ai__1.5-Pints-2K-v0.1-details
Sakalti/SakaMoe-3x1.6B-Instruct,1.572,8.276328372160824,open-llm-leaderboard/Sakalti__SakaMoe-3x1.6B-Instruct-details
openai-community/gpt2-xl,1.608,5.093480678758688,open-llm-leaderboard/openai-community__gpt2-xl-details
stabilityai/stablelm-2-1_6b,1.645,5.316831473392678,open-llm-leaderboard/stabilityai__stablelm-2-1_6b-details
stabilityai/stablelm-2-1_6b-chat,1.645,8.867360692101089,open-llm-leaderboard/stabilityai__stablelm-2-1_6b-chat-details
stabilityai/stablelm-2-zephyr-1_6b,1.645,9.458167591621253,open-llm-leaderboard/stabilityai__stablelm-2-zephyr-1_6b-details
tensoropera/Fox-1-1.6B,1.665,7.764365648440015,open-llm-leaderboard/tensoropera__Fox-1-1.6B-details
tiiuae/Falcon3-1B-Base,1.669,9.8880961034972,open-llm-leaderboard/tiiuae__Falcon3-1B-Base-details
tiiuae/Falcon3-1B-Instruct,1.669,16.164597322515025,open-llm-leaderboard/tiiuae__Falcon3-1B-Instruct-details
Sakalti/SJT-1.7B,1.684,5.034230484246264,open-llm-leaderboard/Sakalti__SJT-1.7B-details
HuggingFaceTB/SmolLM-1.7B,1.71,5.576455936269043,open-llm-leaderboard/HuggingFaceTB__SmolLM-1.7B-details
HuggingFaceTB/SmolLM-1.7B-Instruct,1.71,5.490688803655309,open-llm-leaderboard/HuggingFaceTB__SmolLM-1.7B-Instruct-details
HuggingFaceTB/SmolLM2-1.7B,1.71,9.583621041753199,open-llm-leaderboard/HuggingFaceTB__SmolLM2-1.7B-details
HuggingFaceTB/SmolLM2-1.7B-Instruct,1.711,15.02227766709556,open-llm-leaderboard/HuggingFaceTB__SmolLM2-1.7B-Instruct-details
Pinkstack/Superthoughts-lite-v1,1.711,7.399417613485791,open-llm-leaderboard/Pinkstack__Superthoughts-lite-v1-details
SultanR/SmolTulu-1.7b-Instruct,1.711,16.331009858160883,open-llm-leaderboard/SultanR__SmolTulu-1.7b-Instruct-details
SultanR/SmolTulu-1.7b-Reinforced,1.711,16.5748337360141,open-llm-leaderboard/SultanR__SmolTulu-1.7b-Reinforced-details
SultanR/SmolTulu-1.7b-it-v0,1.711,16.331009858160883,open-llm-leaderboard/SultanR__SmolTulu-1.7b-it-v0-details
bunnycore/SmolLM2-1.7-Persona,1.711,14.527349011570474,open-llm-leaderboard/bunnycore__SmolLM2-1.7-Persona-details
gabrielmbmb/SmolLM-1.7B-Instruct-IFEval,1.711,5.399069361603981,open-llm-leaderboard/gabrielmbmb__SmolLM-1.7B-Instruct-IFEval-details
vonjack/SmolLM2-1.7B-Merged,1.711,12.23422955589429,open-llm-leaderboard/vonjack__SmolLM2-1.7B-Merged-details
bigscience/bloom-1b7,1.722,4.046754480742192,open-llm-leaderboard/bigscience__bloom-1b7-details
Quazim0t0/Heretic1.5b,1.73,11.59950597926467,open-llm-leaderboard/Quazim0t0__Heretic1.5b-details
bunnycore/Qwen2.5-1.5B-Model-Stock,1.776,4.1995227467450436,open-llm-leaderboard/bunnycore__Qwen2.5-1.5B-Model-Stock-details
ehristoforu/fd-lora-merged-16x32,1.776,10.454537831938053,open-llm-leaderboard/ehristoforu__fd-lora-merged-16x32-details
AI4free/Dhanishtha,1.777,11.247711953182252,open-llm-leaderboard/AI4free__Dhanishtha-details
Amu/t1-1.5B,1.777,12.141383312461109,open-llm-leaderboard/Amu__t1-1.5B-details
Daemontatox/Research_PathfinderAI,1.777,9.365878628802648,open-llm-leaderboard/Daemontatox__Research_PathfinderAI-details
Daemontatox/mini-Cogito-R1,1.777,11.629717650498435,open-llm-leaderboard/Daemontatox__mini-Cogito-R1-details
Danielbrdz/Barcenas-R1-Qwen-1.5b,1.777,15.138858570183295,open-llm-leaderboard/Danielbrdz__Barcenas-R1-Qwen-1.5b-details
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,1.777,18.44117473256343,open-llm-leaderboard/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1-details
L-RAGE/3_PRYMMAL-ECE-7B-SLERP-V1,1.777,14.854317212289837,open-llm-leaderboard/L-RAGE__3_PRYMMAL-ECE-7B-SLERP-V1-details
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,1.777,14.88329630475093,open-llm-leaderboard/Lil-R__PRYMMAL-ECE-1B-SLERP-V1-details
LilRg/ECE-1B-merge-PRYMMAL,1.777,14.497652546900952,open-llm-leaderboard/LilRg__ECE-1B-merge-PRYMMAL-details
Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,1.777,15.081989145779028,open-llm-leaderboard/Marsouuu__MiniQwenMathExpert-ECE-PRYMMAL-Martial-details
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,1.777,15.081989145779028,open-llm-leaderboard/Marsouuu__lareneg1_78B-ECE-PRYMMAL-Martial-details
Sakalti/SJT-1.5B-Alpha,1.777,16.911765349077854,open-llm-leaderboard/Sakalti__SJT-1.5B-Alpha-details
Sakalti/SJT-1.5B-Alpha-1.1,1.777,16.820570294667494,open-llm-leaderboard/Sakalti__SJT-1.5B-Alpha-1.1-details
Sakalti/Saba1-1.8B,1.777,17.174113467091598,open-llm-leaderboard/Sakalti__Saba1-1.8B-details
Sakalti/Saka-1.5B,1.777,12.780380949151962,open-llm-leaderboard/Sakalti__Saka-1.5B-details
Sourjayon/DeepSeek-R1-ForumNXT,1.777,11.959695622199478,open-llm-leaderboard/Sourjayon__DeepSeek-R1-ForumNXT-details
Spestly/Atlas-Pro-1.5B-Preview,1.777,13.9538569769866,open-llm-leaderboard/Spestly__Atlas-Pro-1.5B-Preview-details
Triangle104/Minerva-1.5b,1.777,14.467080512966321,open-llm-leaderboard/Triangle104__Minerva-1.5b-details
Triangle104/Minerva-1.5b_V0.2,1.777,15.021440291369977,open-llm-leaderboard/Triangle104__Minerva-1.5b_V0.2-details
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,1.777,7.552804605341624,open-llm-leaderboard/braindao__DeepSeek-R1-Distill-Qwen-1.5B-Blunt-details
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Reflective,1.777,8.705956789781306,open-llm-leaderboard/braindao__DeepSeek-R1-Distill-Qwen-1.5B-Reflective-details
brgx53/LaConfiance-PRYMMAL-ECE-TW3,1.777,4.255168913434492,open-llm-leaderboard/brgx53__LaConfiance-PRYMMAL-ECE-TW3-details
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.777,10.351036796154286,open-llm-leaderboard/deepseek-ai__DeepSeek-R1-Distill-Qwen-1.5B-details
ehristoforu/fd-lora-merged-64x128,1.777,11.210864438231852,open-llm-leaderboard/ehristoforu__fd-lora-merged-64x128-details
fblgit/miniclaus-qw1.5B-UNAMGS,1.777,17.04510204797917,open-llm-leaderboard/fblgit__miniclaus-qw1.5B-UNAMGS-details
hotmailuser/Deepseek-qwen-modelstock-2B,1.777,13.734549593045678,open-llm-leaderboard/hotmailuser__Deepseek-qwen-modelstock-2B-details
hotmailuser/QwenModelStock-1.8B,1.777,16.665220644656603,open-llm-leaderboard/hotmailuser__QwenModelStock-1.8B-details
hotmailuser/QwenStock-1.7B,1.777,16.75925374781586,open-llm-leaderboard/hotmailuser__QwenStock-1.7B-details
inumulaisk/eval_model,1.777,12.24174390101748,open-llm-leaderboard/inumulaisk__eval_model-details
mergekit-community/SuperQwen-2.5-1.5B,1.777,3.2597119953830176,open-llm-leaderboard/mergekit-community__SuperQwen-2.5-1.5B-details
mrdayl/OpenThink,1.777,12.3979226641244,open-llm-leaderboard/mrdayl__OpenThink-details
nbeerbower/EVA-abliterated-TIES-Qwen2.5-1.5B,1.777,15.375831467238891,open-llm-leaderboard/nbeerbower__EVA-abliterated-TIES-Qwen2.5-1.5B-details
nvidia/AceInstruct-1.5B,1.777,18.11586485792988,open-llm-leaderboard/nvidia__AceInstruct-1.5B-details
nvidia/AceMath-1.5B-Instruct,1.777,20.18985986442293,open-llm-leaderboard/nvidia__AceMath-1.5B-Instruct-details
open-atlas/Atlas-Flash-1.5B-Preview,1.777,11.111374803615627,open-llm-leaderboard/open-atlas__Atlas-Flash-1.5B-Preview-details
prithivMLmods/Bellatrix-1.5B-xElite,1.777,12.228869542511774,open-llm-leaderboard/prithivMLmods__Bellatrix-1.5B-xElite-details
prithivMLmods/QwQ-R1-Distill-1.5B-CoT,1.777,13.93165110675273,open-llm-leaderboard/prithivMLmods__QwQ-R1-Distill-1.5B-CoT-details
prithivMLmods/Qwen2.5-1.5B-DeepSeek-R1-Instruct,1.777,4.0677302519478,open-llm-leaderboard/prithivMLmods__Qwen2.5-1.5B-DeepSeek-R1-Instruct-details
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,1.777,16.35438589717866,open-llm-leaderboard/rombodawg__Rombos-LLM-V2.5-Qwen-1.5b-details
sumink/Qmerft,1.777,3.9704632098131207,open-llm-leaderboard/sumink__Qmerft-details
thomas-yanxin/XinYuan-Qwen2-1_5B,1.777,11.515091263493494,open-llm-leaderboard/thomas-yanxin__XinYuan-Qwen2-1_5B-details
NikolaSigmoid/AceMath-1.5B-Instruct-1epoch,1.791,17.507477680245945,open-llm-leaderboard/NikolaSigmoid__AceMath-1.5B-Instruct-1epoch-details
NikolaSigmoid/acemath-200,1.791,17.507477680245945,open-llm-leaderboard/NikolaSigmoid__acemath-200-details
Pinkstack/Superthoughts-lite-1.8B-experimental-o1,1.812,5.104091175053128,open-llm-leaderboard/Pinkstack__Superthoughts-lite-1.8B-experimental-o1-details
h2oai/h2o-danube-1.8b-chat,1.831,6.953761979021041,open-llm-leaderboard/h2oai__h2o-danube-1.8b-chat-details
Qwen/Qwen1.5-1.8B,1.837,9.269492522098927,open-llm-leaderboard/Qwen__Qwen1.5-1.8B-details
Qwen/Qwen1.5-1.8B-Chat,1.837,9.257783499275524,open-llm-leaderboard/Qwen__Qwen1.5-1.8B-Chat-details
minghaowu/Qwen1.5-1.8B-OpenHermes-2.5,1.837,8.684751175879422,open-llm-leaderboard/minghaowu__Qwen1.5-1.8B-OpenHermes-2.5-details
iFaz/llama32_3B_en_emo_1000_stp,1.848,23.648597853327,open-llm-leaderboard/iFaz__llama32_3B_en_emo_1000_stp-details
iFaz/llama32_3B_en_emo_2000_stp,1.848,23.911624360048616,open-llm-leaderboard/iFaz__llama32_3B_en_emo_2000_stp-details
iFaz/llama32_3B_en_emo_300_stp,1.848,23.75197000352155,open-llm-leaderboard/iFaz__llama32_3B_en_emo_300_stp-details
iFaz/llama32_3B_en_emo_5000_stp,1.848,23.22281886664426,open-llm-leaderboard/iFaz__llama32_3B_en_emo_5000_stp-details
iFaz/llama32_3B_en_emo_v2,1.848,19.303216399935796,open-llm-leaderboard/iFaz__llama32_3B_en_emo_v2-details
iFaz/llama32_3B_en_emo_v3,1.848,18.26359573830477,open-llm-leaderboard/iFaz__llama32_3B_en_emo_v3-details
vhab10/Llama-3.2-Instruct-3B-TIES,1.848,17.33432617767801,open-llm-leaderboard/vhab10__Llama-3.2-Instruct-3B-TIES-details
internlm/internlm2-chat-1_8b,1.889,10.641800452239107,open-llm-leaderboard/internlm__internlm2-chat-1_8b-details
internlm/internlm2_5-1_8b-chat,1.89,14.749842142996677,open-llm-leaderboard/internlm__internlm2_5-1_8b-chat-details
insightfactory/Llama-3.2-3B-Instruct-unsloth-bnb-4bitlora_model,1.933,17.182396518039905,open-llm-leaderboard/insightfactory__Llama-3.2-3B-Instruct-unsloth-bnb-4bitlora_model-details
oopere/pruned60-llama-3.2-3b,1.944,5.128680683633621,open-llm-leaderboard/oopere__pruned60-llama-3.2-3b-details
EpistemeAI/Athena-gemma-2-2b-it,2.0,14.54609172912029,open-llm-leaderboard/EpistemeAI__Athena-gemma-2-2b-it-details
EpistemeAI/Athena-gemma-2-2b-it-Philos,2.0,15.663946300399497,open-llm-leaderboard/EpistemeAI__Athena-gemma-2-2b-it-Philos-details
dwikitheduck/gemma-2-2b-id,2.0,14.849648233221265,open-llm-leaderboard/dwikitheduck__gemma-2-2b-id-details
dwikitheduck/gemma-2-2b-id-inst,2.0,14.849648233221265,open-llm-leaderboard/dwikitheduck__gemma-2-2b-id-inst-details
dwikitheduck/gemma-2-2b-id-instruct,2.0,14.849648233221265,open-llm-leaderboard/dwikitheduck__gemma-2-2b-id-instruct-details
Omkar1102/code-yi,2.084,5.170300155045384,open-llm-leaderboard/Omkar1102__code-yi-details
meditsolutions/SmolLM2-MedIT-Upscale-2B,2.114,15.922534280948163,open-llm-leaderboard/meditsolutions__SmolLM2-MedIT-Upscale-2B-details
kyutai/helium-1-preview-2b,2.173,9.329143600411902,open-llm-leaderboard/kyutai__helium-1-preview-2b-details
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-26000,2.209,8.143484964590147,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-2.4B-checkpoint-26000-details
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2.209,8.193102548827737,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-2.4B-checkpoint-34800-details
Sakalti/qwen2.5-2.3B,2.339,3.7013246212545643,open-llm-leaderboard/Sakalti__qwen2.5-2.3B-details
oopere/pruned40-llama-3.2-3b,2.367,5.371284651830273,open-llm-leaderboard/oopere__pruned40-llama-3.2-3b-details
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,2.405,27.143883211239544,open-llm-leaderboard/LGAI-EXAONE__EXAONE-3.5-2.4B-Instruct-details
Sakalti/SJT-2.4B,2.432,8.90691477930258,open-llm-leaderboard/Sakalti__SJT-2.4B-details
meditsolutions/Llama-3.2-SUN-2.4B-v1.0.0,2.472,13.31712952335647,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-2.4B-v1.0.0-details
meditsolutions/Llama-3.2-SUN-2.5B-chat,2.472,13.98771014319157,open-llm-leaderboard/meditsolutions__Llama-3.2-SUN-2.5B-chat-details
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,2.506,11.483994762243412,open-llm-leaderboard/Columbia-NLP__LION-Gemma-2b-dpo-v1.0-details
Columbia-NLP/LION-Gemma-2b-odpo-v1.0,2.506,11.897378852943028,open-llm-leaderboard/Columbia-NLP__LION-Gemma-2b-odpo-v1.0-details
Columbia-NLP/LION-Gemma-2b-sft-v1.0,2.506,12.60325045021582,open-llm-leaderboard/Columbia-NLP__LION-Gemma-2b-sft-v1.0-details
LenguajeNaturalAI/leniachat-gemma-2b-v0,2.506,5.737240998088876,open-llm-leaderboard/LenguajeNaturalAI__leniachat-gemma-2b-v0-details
SicariusSicariiStuff/2B_or_not_2B,2.506,6.592012664617282,open-llm-leaderboard/SicariusSicariiStuff__2B_or_not_2B-details
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,2.506,6.657818235070503,open-llm-leaderboard/Telugu-LLM-Labs__Indic-gemma-2b-finetuned-sft-Navarasa-2.0-details
VAGOsolutions/SauerkrautLM-Gemma-2b,2.506,7.716094956089698,open-llm-leaderboard/VAGOsolutions__SauerkrautLM-Gemma-2b-details
anakin87/gemma-2b-orpo,2.506,7.284706228625474,open-llm-leaderboard/anakin87__gemma-2b-orpo-details
google/codegemma-1.1-2b,2.506,7.133867903047553,open-llm-leaderboard/google__codegemma-1.1-2b-details
google/gemma-1.1-2b-it,2.506,8.053373854341979,open-llm-leaderboard/google__gemma-1.1-2b-it-details
google/gemma-2b,2.506,7.321959810488082,open-llm-leaderboard/google__gemma-2b-details
google/gemma-2b-it,2.506,7.485804130315127,open-llm-leaderboard/google__gemma-2b-it-details
nidum/Nidum-Limitless-Gemma-2B,2.506,6.166007951282463,open-llm-leaderboard/nidum__Nidum-Limitless-Gemma-2B-details
ibm-granite/granite-3.1-2b-base,2.534,13.202826259598206,open-llm-leaderboard/ibm-granite__granite-3.1-2b-base-details
ibm-granite/granite-3.1-2b-instruct,2.534,21.712212822028288,open-llm-leaderboard/ibm-granite__granite-3.1-2b-instruct-details
ibm-granite/granite-3.2-2b-instruct,2.534,21.25014812377563,open-llm-leaderboard/ibm-granite__granite-3.2-2b-instruct-details
IlyaGusev/gemma-2-2b-it-abliterated,2.614,16.705746365531194,open-llm-leaderboard/IlyaGusev__gemma-2-2b-it-abliterated-details
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,2.614,21.160448654695188,open-llm-leaderboard/Lil-R__2_PRYMMAL-ECE-2B-SLERP-V1-details
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,2.614,21.073953219725933,open-llm-leaderboard/Lil-R__2_PRYMMAL-ECE-2B-SLERP-V2-details
Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,2.614,12.494620122547147,open-llm-leaderboard/Marsouuu__MiniMathExpert-2_61B-ECE-PRYMMAL-Martial-details
SaisExperiments/Gemma-2-2B-Opus-Instruct,2.614,17.2459909559155,open-llm-leaderboard/SaisExperiments__Gemma-2-2B-Opus-Instruct-details
SaisExperiments/Gemma-2-2B-Stheno-Filtered,2.614,15.491102762862866,open-llm-leaderboard/SaisExperiments__Gemma-2-2B-Stheno-Filtered-details
Sakalti/SJT-2B,2.614,4.821696209153122,open-llm-leaderboard/Sakalti__SJT-2B-details
Sakalti/SJT-2B-V1.1,2.614,14.58950928973948,open-llm-leaderboard/Sakalti__SJT-2B-V1.1-details
TheDrummer/Gemmasutra-Mini-2B-v1,2.614,9.12929252128462,open-llm-leaderboard/TheDrummer__Gemmasutra-Mini-2B-v1-details
VAGOsolutions/SauerkrautLM-gemma-2-2b-it,2.614,10.817668945100195,open-llm-leaderboard/VAGOsolutions__SauerkrautLM-gemma-2-2b-it-details
allknowingroger/Gemma2Slerp1-2.6B,2.614,20.670220538987987,open-llm-leaderboard/allknowingroger__Gemma2Slerp1-2.6B-details
allknowingroger/Gemma2Slerp2-2.6B,2.614,21.29404813373446,open-llm-leaderboard/allknowingroger__Gemma2Slerp2-2.6B-details
bunnycore/Gemma-2-2B-Smart,2.614,10.674608537656132,open-llm-leaderboard/bunnycore__Gemma-2-2B-Smart-details
cognitivecomputations/dolphin-2.9.4-gemma2-2b,2.614,9.835205324051353,open-llm-leaderboard/cognitivecomputations__dolphin-2.9.4-gemma2-2b-details
google/gemma-2-2b,2.614,10.359615568466916,open-llm-leaderboard/google__gemma-2-2b-details
google/gemma-2-2b-it,2.614,17.046939294966545,open-llm-leaderboard/google__gemma-2-2b-it-details
google/gemma-2-2b-jpn-it,2.614,17.11540570593849,open-llm-leaderboard/google__gemma-2-2b-jpn-it-details
jebish7/gemma-2-2b-it,2.614,12.36333618408293,open-llm-leaderboard/jebish7__gemma-2-2b-it-details
monsterapi/gemma-2-2b-LoRA-MonsterInstruct,2.614,12.519872991689503,open-llm-leaderboard/monsterapi__gemma-2-2b-LoRA-MonsterInstruct-details
noname0202/gemma-2-2b-it-ties,2.614,10.06382335103593,open-llm-leaderboard/noname0202__gemma-2-2b-it-ties-details
prithivMLmods/GWQ2b,2.614,16.42971150895339,open-llm-leaderboard/prithivMLmods__GWQ2b-details
silma-ai/SILMA-Kashif-2B-Instruct-v1.0,2.614,8.452456221236272,open-llm-leaderboard/silma-ai__SILMA-Kashif-2B-Instruct-v1.0-details
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18,2.614,15.288362728327092,open-llm-leaderboard/ymcki__gemma-2-2b-ORPO-jpn-it-abliterated-18-details
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18-merge,2.614,16.505537805625195,open-llm-leaderboard/ymcki__gemma-2-2b-ORPO-jpn-it-abliterated-18-merge-details
ymcki/gemma-2-2b-jpn-it-abliterated-17,2.614,15.644976187098441,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-17-details
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,2.614,14.44776069045957,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-17-18-24-details
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO,2.614,14.844141845651569,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-17-ORPO-details
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO-alpaca,2.614,12.53043213387293,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-17-ORPO-alpaca-details
ymcki/gemma-2-2b-jpn-it-abliterated-18,2.614,16.245944384743186,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-18-details
ymcki/gemma-2-2b-jpn-it-abliterated-18-ORPO,2.614,15.132293957042885,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-18-ORPO-details
ymcki/gemma-2-2b-jpn-it-abliterated-24,2.614,16.334186539569448,open-llm-leaderboard/ymcki__gemma-2-2b-jpn-it-abliterated-24-details
zake7749/gemma-2-2b-it-chinese-kyara-dpo,2.614,19.62411186744714,open-llm-leaderboard/zake7749__gemma-2-2b-it-chinese-kyara-dpo-details
ibm-granite/granite-3.0-2b-base,2.634,14.095784874796749,open-llm-leaderboard/ibm-granite__granite-3.0-2b-base-details
ibm-granite/granite-3.0-2b-instruct,2.634,18.396095114284222,open-llm-leaderboard/ibm-granite__granite-3.0-2b-instruct-details
google/recurrentgemma-2b,2.683,7.01512699699078,open-llm-leaderboard/google__recurrentgemma-2b-details
google/recurrentgemma-2b-it,2.683,7.995905374047496,open-llm-leaderboard/google__recurrentgemma-2b-it-details
princeton-nlp/Sheared-LLaMA-2.7B,2.7,6.437920061018112,open-llm-leaderboard/princeton-nlp__Sheared-LLaMA-2.7B-details
EleutherAI/gpt-neo-2.7B,2.718,6.4310478009874465,open-llm-leaderboard/EleutherAI__gpt-neo-2.7B-details
BramVanroy/fietje-2-chat,2.775,10.615455210257904,open-llm-leaderboard/BramVanroy__fietje-2-chat-details
BramVanroy/fietje-2-instruct,2.775,10.48571837435655,open-llm-leaderboard/BramVanroy__fietje-2-instruct-details
netcat420/MFANN-abliterated-phi2-merge-unretrained,2.775,9.638779331398394,open-llm-leaderboard/netcat420__MFANN-abliterated-phi2-merge-unretrained-details
netcat420/MFANN3bv1.1,2.775,6.659216615990036,open-llm-leaderboard/netcat420__MFANN3bv1.1-details
netcat420/MFANN3bv1.2,2.775,8.060474667336623,open-llm-leaderboard/netcat420__MFANN3bv1.2-details
rasyosef/phi-2-instruct-apo,2.775,12.547052522669906,open-llm-leaderboard/rasyosef__phi-2-instruct-apo-details
rasyosef/phi-2-instruct-v0.1,2.775,14.218631101919177,open-llm-leaderboard/rasyosef__phi-2-instruct-v0.1-details
ontocord/RedPajama-3B-v1-AutoRedteam,2.776,3.5632816248649792,open-llm-leaderboard/ontocord__RedPajama-3B-v1-AutoRedteam-details
ontocord/RedPajama-3B-v1-AutoRedteam-Harmless-only,2.776,3.9505437890141017,open-llm-leaderboard/ontocord__RedPajama-3B-v1-AutoRedteam-Harmless-only-details
ontocord/RedPajama3b_v1-autoredteam_helpfulness-train,2.776,6.038454723335806,open-llm-leaderboard/ontocord__RedPajama3b_v1-autoredteam_helpfulness-train-details
Artples/L-MChat-Small,2.78,15.23132798262929,open-llm-leaderboard/Artples__L-MChat-Small-details
BramVanroy/fietje-2,2.78,9.140300477810824,open-llm-leaderboard/BramVanroy__fietje-2-details
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,2.78,11.258522615146035,open-llm-leaderboard/Josephgflowers__Cinder-Phi-2-V1-F16-gguf-details
