criterion_id,content,diagnosis,scaffolding,diagnosis_class
tb_0643_c05,0,1,0,specific
tb_0643_c08,0,1,0,specific
tb_0644_c01,1,1,0,specific
tb_0644_c03,0,1,0,specific
tb_0644_c04,0,1,1,specific
tb_0644_c06,1,1,1,specific
tb_0644_c08,0,1,1,unclassified
tb_0645_c01,1,1,0,specific
tb_0645_c02,1,1,1,specific
tb_0646_c01,1,1,0,specific
tb_0646_c02,0,1,0,specific
tb_0646_c07,1,1,0,unclassified
tb_0646_c08,1,1,0,specific
tb_0647_c02,1,1,1,specific
tb_0647_c03,1,1,1,specific
tb_0647_c04,1,1,1,specific
tb_0647_c05,1,1,0,specific
tb_0647_c06,1,1,0,specific
tb_0647_c07,1,1,0,specific
tb_0647_c08,1,1,0,specific
tb_0647_c09,0,1,0,specific
tb_0647_c12,0,1,0,specific
tb_0648_c01,1,1,0,specific
tb_0648_c02,1,1,0,specific
tb_0648_c04,1,1,1,specific
tb_0648_c09,0,1,0,specific
tb_0649_c01,1,1,0,unclassified
tb_0649_c03,1,1,0,specific
tb_0650_c01,1,1,0,specific
tb_0650_c02,1,1,1,specific
tb_0650_c03,1,1,0,specific
tb_0650_c04,1,1,0,specific
tb_0650_c05,1,1,0,specific
tb_0650_c06,1,1,1,specific
tb_0651_c01,1,1,0,specific
tb_0651_c05,0,1,0,specific
tb_0651_c07,1,1,0,specific
tb_0652_c01,0,1,0,specific
tb_0652_c02,1,1,1,unclassified
tb_0652_c03,1,1,0,specific
tb_0652_c10,1,1,0,specific
tb_0653_c01,1,1,0,specific
tb_0653_c07,0,1,0,ack_affect
tb_0654_c01,0,1,0,specific
tb_0654_c02,1,1,0,specific
tb_0654_c03,1,1,1,specific
tb_0654_c04,1,1,1,specific
tb_0655_c01,1,1,0,specific
tb_0655_c04,1,1,1,specific
tb_0655_c05,1,1,0,specific
tb_0656_c01,1,1,0,specific
tb_0656_c02,1,1,0,specific
tb_0656_c04,0,1,0,specific
tb_0656_c05,0,1,1,specific
tb_0657_c02,1,1,0,ack_affect
tb_0657_c03,0,1,0,specific
tb_0658_c01,0,1,0,specific
tb_0658_c02,0,1,0,specific
tb_0658_c03,0,1,0,specific
tb_0658_c06,1,1,1,specific
tb_0658_c11,0,1,0,specific
tb_0659_c01,0,1,0,specific
tb_0659_c02,1,1,0,specific
tb_0659_c03,1,1,1,specific
tb_0660_c01,1,1,0,specific
tb_0660_c08,0,1,0,specific
tb_0660_c09,0,1,0,specific
tb_0661_c01,1,1,0,specific
tb_0662_c01,1,1,0,specific
tb_0662_c02,1,1,0,specific
tb_0662_c04,1,1,1,specific
tb_0662_c05,1,1,1,specific
