model,params_b
Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,7.0
ignos/LeoScorpius-GreenNode-Alpaca-7B-v1,7.0
jsfs11/HighdensityRPMerge-7B,7.0
wenge-research/yayi-70b-llama2,70.0
rwitz/experiment26-SPIN-iter-0,
Kquant03/BurningBruce-SOLAR-8x10.7B-bf16,85.6
LewisDeBenoisIV/Jason1903_SLERP,
DUAL-GPO-2/zephyr-7b-gpo-v6-i1,7.0
vanillaOVO/correction_1,
Mr-Bhaskar/FusionBot,
AurelPx/Dare-k-7B-ties,7.0
Korabbit/Llama-2-7b-chat-hf-afr-200step-flan,7.0
LeroyDyer/Mixtral_AI_CyberBrain_3_0,
awnr/Mistral-7B-v0.1-half-naive-A,7.0
Epiculous/Fett-uccine-7B,7.0
Locutusque/Hyperion-3.0-Mixtral-3x7B,21.0
nbeerbower/llama-3-sauce-v2-8B,8.0
Mihaiii/Metis-0.4,
cgato/TheSpice-7b-FT-ExperimentalOrca,7.0
icefog72/OnlyForTestingIceLatteRP-7b-SmallQloraMerge,7.0
fhai50032/RolePlayLake-7B-Toxic,7.0
Azure99/blossom-v5-32b,32.0
nlpguy/T3QM7,
bardsai/jaskier-7b-dpo-v4.1,7.0
Mihaiii/Pallas-0.5-LASER-exp2-0.1,
InferenceIllusionist/Excalibur-7b-DPO,7.0
DUAL-GPO-2/phi-2-gpo-renew2-i0,
ParasiticRogue/Merged-RP-Stew-V2-34B,34.0
ibm/merlinite-7b,7.0
invalid-coder/Starling-LM-7B-beta-laser-dpo,7.0
Intel/neural-chat-7b-v3-3,7.0
XuanXuanXuanXuan/Mistral-7B-Instruct-v0.2-gpt-4-80k,7.0
DUAL-GPO-2/phi-2-ipo-test-iter-0,
aiplanet/buddhi-128k-chat-7b,7.0
rwitz2/go-bruins-v2.1.1,
BarraHome/Lucie-7b,7.0
migtissera/Llama-3-8B-Synthia-v3.5,8.0
mncai/mistral-7b-dpo-v5,7.0
logicker/SkkuDataScienceGlobal-10.7b,10.7
perlthoughts/Falkor-7b,7.0
BarryFutureman/WestLakeX-7B-EvoMerge,7.0
jondurbin/airoboros-l2-70b-3.1.2,70.0
deepseek-ai/deepseek-llm-67b-chat,67.0
ChavyvAkvar/habib-v4,
AwanLLM/Awanllm-Llama-3-8B-Cumulus-v0.2,8.0
KeyonZeng/lion-gemma-7b-cn-v2,7.0
Plaban81/Moe-4x7b-math-reason-code,28.0
nlpguy/T3QM7XP,
skfrost19/BioMistralMerged,
Sao10K/Fimbulvetr-11B-v2-Test-14,11.0
VitalContribution/Evangelion-7B,7.0
eren23/dpo-binarized-NeutrixOmnibe-7B,7.0
Minirecord/Mini_DPO_test02,
yam-peleg/gemma-7b-it-experiment,7.0
xxyyy123/test_qkvo_adptor,
Steelskull/Umbra-MoE-4x10.7,
Ppoyaa/Alpha-Mistral-7B-Instruct,7.0
Fredithefish/MadMix-v0.1,
ajibawa-2023/Uncensored-Jordan-7B,7.0
kyujinpy/PlatYi-34B-Llama-Q,34.0
jan-hq/stealth-v1.3,
UCLA-AGI/zephyr-7b-sft-full-SPIN-iter2,7.0
KoboldAI/LLaMA2-13B-Psyfighter2,13.0
Ppoyaa/StarEmpress-3x7B,21.0
Qwen/Qwen1.5-7B-Chat,7.0
ChaoticNeutrals/Eris_PrimeV4-Vision-7B,7.0
rizla/trrapi-16b,16.0
migtissera/SynthIA-7B-v1.5,7.0
KnutJaegersberg/Qwen-14B-Llamafied,14.0
OpenBuddy/openbuddy-mistral2-7b-v20.3-32k,7.0
OdiaGenAI/odia_llama2_7B_base,7.0
Technoculture/Medmerge-tulu-70b,70.0
Himitsui/KuroMitsu-11B,11.0
Eurdem/Bombus_3x8B_v2,24.0
Kukedlc/NeuralFusion-7b-Dare-Ties,7.0
ShenaoZ/0.0_withdpo_4iters_bs256_531lr_iter_3,
ruslanmv/Medical-Llama3-8B,8.0
abacaj/phi-2-super,
ValiantLabs/Esper-70b,70.0
concedo/Phi-SoSerious-Mini-V1,
Mihaiii/Pallas-0.5-LASER-0.4,
google/codegemma-7b-it,7.0
mlabonne/NeuralBeagle14-7B,7.0
TheBloke/wizardLM-7B-HF,7.0
ValiantLabs/ShiningValiant,
jsfs11/MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,28.0
mychen76/openmixtral-4x7b-merged,28.0
bn22/DolphinMini-Mistral-7B,7.0
MaziyarPanahi/Llama-3-8B-Instruct-v0.4,8.0
allknowingroger/LadybirdPercival-7B-slerp,7.0
scb10x/llama-3-typhoon-v1.5-8b-instruct,8.0
juhwanlee/llmdo-Mistral-7B-case-c-v1,7.0
yanolja/KoSOLAR-10.7B-v0.2,10.7
AA051610/O0128,
andysalerno/openchat-nectar-0.14,
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-10fail-1000total,8.0
ChavyvAkvar/habib-v2,
hongzoh/Yi-6B_Open-Platypus-v2,6.0
922-CA/monika-ddlc-8b-v1,8.0
nbeerbower/bophades-mistral-truthy-DPO-7B,7.0
wannaphong/han-llm-7b-v3,7.0
ShenaoZhang/0.001_idpo_iter_1,
eren23/DistilHermes-2.5-Mistral-7B,7.0
Locutusque/SlimHercules-4.0-Mistral-7B-v0.2,7.0
InnerI/InnerIAI-chat-7b-grok,7.0
Locutusque/Orca-2-13B-no_robots,13.0
perlthoughts/Marcoroni-8x7B-v3-MoE,56.0
mychen76/mistral-7b-merged-dare_6x7,7.0
ShinojiResearch/Senku-70B-Full,70.0
alykassem/ds_diasum_md_mixtral,
SilverCoder66/Mistral-7B-Instruct-adapt-v0.21,7.0
icefog72/WizardIceLemonTeaRP-32k,
nbeerbower/llama-3-stinky-v2-8B,8.0
ibivibiv/megamarcoroni-120b,120.0
VAGOsolutions/SauerkrautLM-Gemma-7b,7.0
langgptai/llama3-8b_sa_v0.1,8.0
charioteer/Neural-phi2,
Weyaxi/Astralis-4x34B,136.0
ResplendentAI/Asherah_7B,7.0
JunchengXie/Llama-2-13b-chat-hf-gpt-4-80k-base_lora,13.0
openthaigpt/openthaigpt-1.0.0-70b-chat,70.0
jae24/openhermes_dpo_norobot_0201,
flammenai/Mahou-1.1-llama3-8B,8.0
r2rss/Malachite-7b-v0,7.0
pinkyponky/Mistral-7B-Instruct-sft-tuned-v0.2,7.0
yam-peleg/Experiment15-7B,7.0
NeuralNovel/Aeryth-7B-v0.1,7.0
BarraHome/Mistroll-7B-v0.2-16bit,7.0
CultriX/MergeTrix-7B,7.0
one-man-army/una-neural-chat-v3-3-P1-OMA,
LeroyDyer/Mixtral_AI_128k_bioMedical,
kyujinpy/PlatYi-34B-Llama-Q-FastChat,34.0
wang7776/vicuna-7b-v1.3-attention-sparsity-20,7.0
vicgalle/OpenBeagle-11B,11.0
deepseek-ai/deepseek-llm-7b-chat,7.0
jefferylovely/SuperThetaMaven,
OpenBuddy/openbuddy-mixtral-7bx8-v17.1-32k,
jeiku/NarrativeNexus_7B,7.0
Intel/neural-chat-7b-v3-1,7.0
quantumaikr/quantum-dpo-v0.1,
AIGeekLabs/radiantloom-mixtral-8x7b-fusion,56.0
vicgalle/Configurable-Llama-3-8B-v0.1,8.0
robinsmits/Qwen1.5-7B-Dutch-Chat-Sft-Bf16,7.0
damerajee/Gaja-vv1,
wang7776/vicuna-7b-v1.3-attention-sparsity-10,7.0
DUAL-GPO/zephyr-7b-ipo-qlora-v0,7.0
dddsaty/SOLAR-Instruct-ko-Adapter-Attach,
ibivibiv/bubo-bubo-13b,13.0
moreh/MoMo-72B-LoRA-V1.4,72.0
Radu1999/Mister,
DeepMount00/phi_3,
UCLA-AGI/zephyr-7b-sft-full-spin-iter1,7.0
TomGrc/FusionNet_7Bx2_MoE_14B,14.0
lodrick-the-lafted/Grafted-Wind-Elementals-2x70B,140.0
jondurbin/bagel-7b-v0.4,7.0
SC56/Mistral-7B-orca-dpo-12h,7.0
NeuralNovel/Pigris-7b-v0.3,7.0
paulml/OGNO-7B,7.0
Kukedlc/LLama-3-8b-Maths,8.0
NotAiLOL/Yi-1.5-dolphin-9B,9.0
yihan6324/llama2-7b-instructmining-40k-sharegpt,7.0
DreadPoor/Satyr-7B-Model_Stock,7.0
fblgit/una-xaberius-34b-v1beta,34.0
rishiraj/smol-7b,7.0
rombodawg/Open_Gpt4_8x7B,56.0
OpenBuddy/openbuddy-zephyr-7b-v14.1,7.0
Chickaboo/Chicka-Mistral-4x7b,28.0
azarafrooz/Mistral-7B-Instruct-v0.2-sp-v0,7.0
ajibawa-2023/Scarlett-Llama-3-8B-v1.0,8.0
DreadPoor/ComplectMaid-7B-slerp,7.0
Medilora/medilora-qwen-14b,14.0
amu/orpo-lora-phi2,
InferenceIllusionist/Excalibur-7b,7.0
Rebecca19990101/BreezePetro-7B-Instruct-v1,7.0
louisbrulenaudet/Pearl-7B-0211-ties,7.0
Gille/StrangeMerges_35-7B-slerp,7.0
Kquant03/NeuralTrix-7B-dpo-laser,7.0
lodrick-the-lafted/Grafted-Hermetic-Platypus-A-2x7B,14.0
fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_merged_s,7.0
BarryFutureman/WildMarcoroni-Variant3-7B,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint6-pro,7.0
mncai/agiin-11.1B-v0.0,11.1
AlanRobotics/nanit_v1.1,
aloobun/Cypher-7B,7.0
JCX-kcuf/Llama-2-7b-hf-llama2-chat-80k,7.0
Qwen/Qwen1.5-110B-Chat,110.0
chujiezheng/zephyr-7b-alpha-ExPO,7.0
leonarad/hope_for_7b_1.0v,7.0
nvidia/Llama3-ChatQA-1.5-8B,8.0
Undi95/Llamix2-MLewd-4x13B,52.0
vicgalle/RoleBeagle-11B,11.0
AA051612/A0124,
Danielbrdz/Barcenas-Orca-2-7b,7.0
WebraftAI/synapsellm-7b-mistral-v0.5-preview,7.0
vaiv/gem-14b-instruct,14.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-v4-i1,
Undi95/Llama-3-Unholy-8B,8.0
migtissera/Tess-10.7B-v1.5b,1.5
Hastagaras/Halu-OAS-8B-Llama3,8.0
saishf/Multi-Verse-RP-7B,7.0
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,
Steelskull/VerA-Etheria-55b,55.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-vllm-i1,
Sao10K/Fimbulvetr-10.7B-v1,10.7
pansophic/new_model_test,
Inv/Konstanta-V3-AlphaFlavour-7B,7.0
Weyaxi/Newton-7B,7.0
eren23/NeuralDareBeagle-7B-slerp,7.0
databricks/dbrx-base,
0-hero/Matter-0.1-Slim-7B,7.0
NeverSleep/Noromaid-7b-v0.1.1,7.0
ZhangShenao/0.001_idpo_declr_iter_2,
LeroyDyer/Mixtral_AI_Cyber_4.0,
yuuko-eth/Monsoon-7B-exp-1,7.0
jsk0214/Seagull-llama-3-8B-orpo-v0.5,8.0
vicgalle/zephyr-7b-truthy,7.0
Test157t/HerculeanSea-7b-128k,7.0
AmberYifan/safe-spin-iter1-v2,
LeroyDyer/Mixtral_AI_CyberTron_Coder,
JCX-kcuf/Llama-2-7b-hf-gpt-3.5-80k,7.0
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_1,
Alsebay/NarumashiRTS-V2,
AurelPx/Pegasus-7b-slerp,7.0
NeuralNovel/Mistral-7B-Instruct-v0.2-Neural-Story,7.0
mlabonne/ChimeraLlama-3-8B-v2,8.0
aari1995/germeo-7b-laser,7.0
BarraHome/LLaMarada-7B-v0.1-16bit,7.0
nbeerbower/MaidFlameSoup-7B,7.0
CultriX/MoNeuTrix-7B-v1,7.0
Lexic0n/Mistral_7B-Open_Hermes-NSFWV1,7.0
microsoft/Orca-2-7b,7.0
Qwen/Qwen1.5-MoE-A2.7B,2.7
VAGOsolutions/SauerkrautLM-Mixtral-8x7B,56.0
seungduk/KoSOLAR-10.7B-v0.1,10.7
NotAiLOL/Athena-zephyr-7B,7.0
Ppoyaa/Lumina-3.5,
jondurbin/bagel-7b-v0.1,7.0
chlee10/T3Q-Platypus-SOLAR,
BFauber/lora_llama2-13b_10e5,13.0
abacusai/Fewshot-Metamath-Mistral,
ibivibiv/dolphin-ultrafeedback-dpo,
nbeerbower/bruphin-epsilon,
Kukedlc/NeuralSirKrishna-7b,7.0
HIT-SCIR/Chinese-Mixtral-8x7B,56.0
vmajor/Orca2-13B-selfmerge-39B,39.0
MaziyarPanahi/Calme-7B-Instruct-v0.2,7.0
ShenaoZ/0001_dpo_iter_2,
kaist-ai/mistral-orpo-capybara-7k,
ValiantLabs/ShiningValiantXS,
timpal0l/Mistral-7B-v0.1-flashback-v2,7.0
grimpep/llama2-22B-GPLATTY,22.0
FredrikBL/SwedishBeagle-dare,
Mihaiii/Metis-0.3-merged,
NeverSleep/MiquMaid-v2-70B,70.0
simonveitner/Math-OpenHermes-2.5-Mistral-7B,7.0
Technoculture/Medchator-2x7b,14.0
jpquiroga/Mistral_7B_dare_slerp_merge_instruct_open_orca,7.0
ibivibiv/multimaster-7b-v2,7.0
abhinand/gemma-2b-it-tamil-v0.1-alpha,2.0
PeanutJar/Mistral-v0.1-PeanutButter-v0.0.5-DPO-7B-QLoRA,7.0
TheBloke/Genz-70b-GPTQ,70.0
mvpmaster/pmmpk-EinstainMorcoro14KrishnaHercules-7b-slerp,7.0
MSL7/INEX12-7b,7.0
theNovaAI/Hypernova-experimental,
hedronstone/OpenHermes-7B-Reasoner,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-reversed_corrupted,7.0
abhishek/autotrain-llama3-8b-open-hermes-sft,8.0
MoxoffSpA/Azzurro,
silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e2,7.0
kyujinpy/SOLAR-Platypus-10.7B-v2,10.7
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,8.0
wang7776/vicuna-7b-v1.3-attention-sparsity-30,7.0
rishiraj/uncensored,
SJ-Donald/llama3-passthrough-chat,
uproai/RosMistral-2x7B,14.0
alignment-handbook/zephyr-7b-dpo-qlora,7.0
ramachaitanya22/mistral-7B-finetune-health-fitness,7.0
abhishek/autotrain-llama3-oh-sft-v0-2,
922-CA/monika-ddlc-7b-v1,7.0
LeroyDyer/Mixtral_AI_LCARS_,
TW3Partners/testmerge-7b,7.0
rwitz2/go-bruins-v2.1,
BramVanroy/fietje-2b-instruct,2.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.5,7.0
abhishek/autotrain-llama3-70b-orpo-v2,70.0
BarryFutureman/WildWest-Variant3-7B,7.0
Kukedlc/NeuralContamination-7B-ties,7.0
SanjiWatsuki/Loyal-Macaroni-Maid-7B,7.0
Muhammad2003/TriMistral-7B-MODELSTOCK,7.0
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora,7.0
MaziyarPanahi/Bioxtral-4x7B-v0.1,28.0
TheBloke/gpt4-x-vicuna-13B-HF,13.0
Obrolin/Kesehatan-7B-v0.1,7.0
elinas/Llama-3-8B-Ultra-Instruct,8.0
voidful/phi-1_5_chat_32k,
Locutusque/hyperion-medium-preview,
mlabonne/NeuralMarcoro14-7B,7.0
feeltheAGI/Maverick-Math-7B,7.0
sethuiyer/Nandine-7b,7.0
SanjiWatsuki/Loyal-Toppy-Bruins-Maid-7B-DARE,7.0
lodrick-the-lafted/Fuselage-8B,8.0
royallab/PsyOrca2-13b-DARE,13.0
Azure99/blossom-v5-14b,14.0
SC56/Mistral-7B-orca-dpo-4h,7.0
AiMavenAi/AiMaven-SmartDawg-7b,7.0
silvercoder45/Mistral-7b-instruct-v0.2-summ-sft-dpo-e3,7.0
SanjiWatsuki/longcat-10.7B,10.7
allknowingroger/Mistraldouble-7B-task,7.0
Kukedlc/SuperMente-7B-v4,7.0
rombodawg/Open_Gpt4_8x7B_v0.2,56.0
CobraMamba/mamba-gpt-7b-v1,7.0
jondurbin/spicyboros-70b-2.2,70.0
openaccess-ai-collective/DPOpenHermes-11B,11.0
vicgalle/SOLAR-13B-Instruct-v1.0,13.0
flemmingmiguel/NeuDist-Ro-7B,7.0
lodrick-the-lafted/Grafted-Llama2-2x70B,140.0
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k,7.0
MiniMoog/Mergerix-7b-v0.4,7.0
udkai/Garrulus,
allknowingroger/Neurallaymons-7B-slerp,7.0
haoranxu/ALMA-13B-R,13.0
athirdpath/Iambe-20b-DARE-v2,20.0
InnerI/InnerILLM-7B-slerp,7.0
nasiruddin15/Mistral-dolphin-2.8-grok-instract-2-7B-slerp,7.0
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.0,8.0
NotAiLOL/Yi-1.5-9B-coder,9.0
ZHLiu627/zephyr-gemma-rpo,
saishf/Kuro-Lotus-10.7B,10.7
logicker/SkkuDS-DPO-72B-v1,72.0
AurelPx/NeuralPipe-7B-slerp,7.0
OpenAssistant/llama2-13b-orca-v2-8k-3166,13.0
macadeliccc/laser-polyglot-4x7b,28.0
oobabooga/CodeBooga-34B-v0.1,34.0
JunchengXie/Mistral-7B-v0.1-raw-80k,7.0
nlpguy/StarFusion-alpha2,
migtissera/Tess-XS-v1.1,
Gille/StrangeMerges_21-7B-slerp,7.0
YeungNLP/firefly-qwen1.5-en-14b-alpha,14.0
macadeliccc/laser-dolphin-mixtral-2x7b-dpo,14.0
Test157t/HerculeanSea-upd-7b-128k,7.0
Locutusque/Hercules-4.0-Yi-34B,34.0
Gille/StrangeMerges_17-7B-dare_ties,7.0
liminerity/Blur-7b-v1.21,7.0
janhq/Mistral-7B-Instruct-v0.2-DARE,7.0
icefog72/IceMochaccinoRP-7b,7.0
bongchoi/test-llama-2-7b,7.0
fblgit/una-llama-7b,7.0
ALBADDAWI/DeepCode-7B-Aurora-v13,7.0
carsenk/flippa-exp26-v3-7b,7.0
argilla/CapybaraHermes-2.5-Mistral-7B,7.0
fblgit/UNA-SimpleSmaug-34b-v1beta,34.0
Xenon1/Xenon-1,
allknowingroger/StrangeMonarch-7B-slerp,7.0
Gille/StrangeMerges_49-7B-dare_ties,7.0
v1olet/v1olet_merged_dpo_7B,7.0
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v3,7.0
Q-bert/Bumblebee-7B,7.0
wandb/gemma-7b-zephyr-sft,7.0
CultriX/MonaTrix-v4-7B-DPO,7.0
uygarkurt/llama-3-merged-linear,
liminerity/Blur-7b-slerp-v1.41,7.0
cloudyu/Mixtral_7Bx4_MOE_24B,24.0
nbeerbower/Bophades-BruinsMaid-7B,7.0
cognitivecomputations/WestLake-7B-v2-laser,7.0
localfultonextractor/Erosumika-7B-v3-0.2,7.0
Changgil/K2S3-SOLAR-11b-v3.0,11.0
Joseph717171/Tess-10.7B-v2.0,10.7
nvidia/Llama3-ChatQA-1.5-70B,70.0
Ppoyaa/LexiLumin-20B,20.0
kidyu/Moza-7B-v1.0,7.0
jpquiroga/Mistral_7B_ties_merge_instruct_open_orca,7.0
migtissera/Tess-7B-v1.4,7.0
TheSkullery/llama-3-cat-8b-instruct,8.0
adamo1139/Yi-34B-200K-AEZAKMI-v2,34.0
luqmanxyz/Maya_Hermes-2.5-Mistral-7B,7.0
YeungNLP/LongQLoRA-Vicuna-13b-8k,13.0
yunconglong/Mixtral_7Bx2_MoE_13B_DPO,13.0
Kquant03/Buttercup-4x7B-bf16,28.0
yeontaek/llama-2-70B-ensemble-v6,70.0
NeuralNovel/Senzu-7B-v0.1,7.0
SanjiWatsuki/Kunoichi-DPO-v2-7B,7.0
wannaphong/han-llm-7b-v1,7.0
mwitiderrick/SwahiliInstruct-v0.2,
arlineka/KittyNyanster-v1,
l3utterfly/phi-2-layla-v1-chatml,
4season/final_model_test_v2,
BFauber/lora_llama2-13b_10e5_r32_a256,13.0
umd-zhou-lab/claude2-alpaca-13B,13.0
macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,10.7
damerajee/Oot-v2_lll,
LeroyDyer/Mixtral_AI_Cyber_2.0,
maywell/Synatra-11B-Testbench,11.0
ZhangShenao/0.001_llama-3_nodpo_3iters_bs128_531lr_iter_1,
davidkim205/Rhea-72b-v0.2,72.0
decruz07/kellemar-DPO-7B-c,7.0
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.2,8.0
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA,34.0
CultriX/CultriX-MoE-BF16,
CallComply/openchat-3.5-0106-32k,
jisukim8873/mistral-7B-alpaca-case-0-2,7.0
922-CA/Llama-3-natsuki-ddlc-8b-v1,8.0
DreadPoor/ToppyLake-7B-slerp,7.0
Sao10K/L3-Solana-8B-v1,8.0
Gille/StrangeMerges_45-7B-dare_ties,7.0
Technoculture/Medorca-2x7b,14.0
0-hero/Matter-0.1-7B-DPO-preview,7.0
mahiatlinux/MasherAI-7B-v3,7.0
jan-ai/Solar-10.7B-SLERP,10.7
LeroyDyer/Mixtral_AI_Cyber_Child,
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,8.0
Kukedlc/Neural-Krishna-Multiverse-7b,7.0
mvpmaster/NeuralDareDMistralPro-7b-slerp,7.0
jefferylovely/AiMaven-Orca2,
AA051610/C0325-L,
OpenBuddy/openbuddy-mistral2-7b-v20.2-32k,7.0
FelixChao/NarutoDolphin-7B,7.0
DreadPoor/BagelToppyLake-7B-slerp,7.0
nbeerbower/llama-3-spicy-8B,8.0
localfultonextractor/Erosumika-7B,7.0
jondurbin/bagel-7b-v0.5,7.0
xxx777xxxASD/ChaoticSoliloquy-4x8B,32.0
hooking-dev/Jennifer-v1.0,
Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp,7.0
vicgalle/ConfigurableBeagle-11B,11.0
beberik/Lonepino-11B,11.0
lcw99/llama-3-10b-it-kor-extented-chang,10.0
lex-hue/LexGPT-V3,
Test157t/Copium-Cola-9B,9.0
Zardos/nil_Llama-3-8B-Instruct_v0.1.1,8.0
allknowingroger/MistralMerge-7B-stock,7.0
SUSTech/SUS-Chat-34B,34.0
allknowingroger/Mistralchat-7B-slerp,7.0
abdulrahman-nuzha/belal-finetuned-llama2-v1.0,
ZhangShenao/0.001_llama-3_nodpo_3iters_bs128_531lr_iter_2,
EmbeddedLLM/Mistral-7B-Merge-14-v0.2,7.0
NeuralNovel/Ember-7B-v0.1,7.0
netcat420/MFANN3bv0.8.10,
Kukedlc/Brocae-Area-7B-slerp,7.0
kz919/mistral-7b-sft-open-orca-flan-50k,7.0
yihan6324/llama2-13b-instructmining-40k-sharegpt,13.0
Salesforce/xLAM-v0.1-r,
DreadPoor/Kindred-7B-slerp,7.0
Changgil/K2S3-Mistral-7b-v1.1,7.0
Kukedlc/Neural-4-Maths-7b,7.0
OpenModels4all/gemma-1.1-7b-it,7.0
Azazelle/Sina-Thor-7b-Merge,7.0
yweslakarep/huh-1,
davzoku/frankencria-llama2-12.5b-v1.3-m.2,12.5
automerger/Experiment26Yamshadow-7B,7.0
Intel/neural-chat-7b-v3-2,7.0
openchat/openchat-3.6-8b-20240522,8.0
Gille/StrangeMerges_26-7B-dare_ties,7.0
runkai/PascalHermes-2.5-Mistral-7B,7.0
netcat420/MFANNv0.2,
fionazhang/mistral-experiment-6-merge,
Locutusque/llama-3-neural-chat-v2.2-8B,8.0
Azazelle/Mocha-SR-7b-ex,7.0
yunconglong/13B_MATH_DPO,13.0
Sao10K/Sensualize-Solar-10.7B,10.7
Qwen/Qwen1.5-72B-Chat,72.0
CultriX/Wernicke-7B-v1,7.0
cloudyu/microsoft-phi-2-sft,
juhwanlee/gemma-7B-alpaca-case-0-2,7.0
tricktreat/Llama-2-7b-chat-hf-guanaco-lora,7.0
win10/Meta-Llama-3-15B-Instruct,15.0
amazingvince/where-llambo-7b,7.0
Undi95/Mixtral-4x7B-DPO-RPChat,28.0
saishf/Fett-Eris-Mix-7B,7.0
malhajar/meditron-7b-chat,7.0
vicgalle/ConfigurableHermes-7B,7.0
Joseph717171/Mistral-10.7B-v0.2,10.7
TheBloke/robin-33B-v2-fp16,33.0
MaziyarPanahi/Mistral-7B-Instruct-KhanAcademy-v0.2,7.0
gmonsoon/OpenMia-Indo-Mistral-7b-v3-refined,7.0
Gille/StrangeMerges_37-7B-dare_ties,7.0
liminerity/Liph.42,
Novocoders/Mistral-NeuralDPO-v0.4,
l3utterfly/mistral-7b-v0.1-layla-v3,7.0
BAAI/Aquila2-34B,34.0
PetroGPT/WestSeverus-ORPO-7B,7.0
brucethemoose/SUS-Bagel-200K-DARE-Test,
rombodawg/EveryoneLLM-7b-Gemma-Base,7.0
Eric111/UltraCatunaMayo,
AGI-inc/lora_moe_7b_baseline,7.0
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,56.0
elinas/Llama-3-13B-Instruct,13.0
Edgerunners/Llama-3-8B-Instruct-ortho-baukit-toxic-n128-v3,8.0
jsfs11/MixtureofMerges-MoE-2x7b-v7,14.0
chujiezheng/Starling-LM-7B-alpha-ExPO,7.0
Steelskull/Umbra-v2.1-MoE-4x10.7,
freecs/ThetaWave-7B,7.0
bunnycore/Chimera-Apex-7B,7.0
shenzhi-wang/Llama3-8B-Chinese-Chat-v2-nightly-v2,8.0
ChaoticNeutrals/Prima-LelantaclesV4-7b-16k-bf16,7.0
InnerI/InnerI-AI-sn6-7B-slerp,7.0
damerajee/Gaja-v1.00,
ChavyvAkvar/llama-3-lumimaid-habib-v5,
SherlockAssistant/Mistral-7B-Instruct-Ukrainian,7.0
Azazelle/xDAN-SlimOrca,
OpenBuddy/openbuddy-llama3-8b-v21.1-8k,8.0
ALBADDAWI/DeepCode-7B-Aurora-v3,7.0
grimjim/kukulemon-7B,7.0
KnutJaegersberg/CausalLM-Platypus-14B,14.0
quantumaikr/llama-2-70B-chat,70.0
OpenPipe/mistral-ft-optimized-1227,
netcat420/MFANN3bV0.8.10,
umd-zhou-lab/recycled-alpaca-7b-v2.0,7.0
eldogbbhed/NeuralKrishnaMathWizard-7B,7.0
Kukedlc/Ramakrishna-7b-v3,7.0
MisterRid/wendigo-14b-alpha3,14.0
Severian/ANIMA-Phi-Neptune-Mistral-7B-v1,7.0
refine-ai/Power-Llama-3-13b-Instruct,13.0
Azazelle/Silicon-Medley,
dreamgen/opus-v1.2-7b,7.0
NLUHOPOE/test-case-3,
instructkr/lynn-7b-alpha,7.0
NeverSleep/Noromaid-13b-v0.3,13.0
llm-agents/tora-70b-v1.0,70.0
Swisslex/Mixtral-8x7b-DPO-v0.1,56.0
Kukedlc/NeuralMiLLaMa-8B-slerp,8.0
UCLA-AGI/test-test,
Aabbhishekk/llama2-7b-function-calling-slerp,7.0
Undi95/Borealis-10.7B-DPO,10.7
allknowingroger/PercivalMelodias-7B-slerp,7.0
ddyuudd/mistral_dmbr05_32_sig,
mychen76/openmixtral-6x7b-v2,42.0
mlabonne/Daredevil-8B-abliterated,8.0
bongchoi/MoMo-70B-LoRA-V1.1,70.0
namirocks/tutor-model-13b-ep3,13.0
yunconglong/MoE_13B_DPO,13.0
deepseek-ai/deepseek-moe-16b-base,16.0
AIDC-ai-business/Marcoroni-7B-v3,7.0
lole25/phi-2-sft-ultrachat-full,
andysalerno/rainbowfish-7B-v9,7.0
LeroyDyer/Mixtral_AI_Cyber_3.m1,
giannisan/penny-llama3-2x8b,16.0
AA051611/V0202,
LeroyDyer/Mixtral_AI_CyberBrain_Coder,
BramVanroy/fietje-2b,2.0
maldv/spring-chicken-8x8b,64.0
google/gemma-7b,7.0
edor/Stable-Platypus2-mini-7B,7.0
Weyaxi/einstein-v2-test-model,
KoboldAI/Mixtral-8x7B-Holodeck-v1,56.0
pansophic/gemma-2b-sft-preview,2.0
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,8.0
eswardivi/llamathon,
ContextualAI/Contextual_KTO_Mistral_PairRM,
