bank,N,r,mae,n_eval_models
ATLAS_3PL,78,0.9486,0.0268,60
ATLAS_3PL,79,0.9484,0.0268,60
ATLAS_3PL,80,0.9492,0.0266,60
ATLAS_3PL,81,0.9495,0.0266,60
ATLAS_3PL,82,0.9488,0.0268,60
ATLAS_3PL,83,0.9499,0.0266,60
ATLAS_3PL,84,0.9495,0.0267,60
ATLAS_3PL,85,0.9491,0.0268,60
ATLAS_3PL,86,0.9497,0.0267,60
ATLAS_3PL,87,0.9496,0.0269,60
ATLAS_3PL,88,0.9502,0.0266,60
ATLAS_3PL,89,0.9503,0.0266,60
ATLAS_3PL,90,0.9508,0.0265,60
ATLAS_3PL,91,0.9522,0.0263,60
ATLAS_3PL,92,0.9521,0.0263,60
ATLAS_3PL,93,0.9521,0.0263,60
ATLAS_3PL,94,0.9524,0.0262,60
ATLAS_3PL,95,0.9524,0.0262,60
ATLAS_3PL,96,0.9524,0.0262,60
ATLAS_3PL,97,0.9527,0.0262,60
ATLAS_3PL,98,0.9526,0.0262,60
ATLAS_3PL,99,0.9532,0.026,60
ATLAS_3PL,100,0.9536,0.0259,60
ATLAS_3PL,101,0.9547,0.0257,60
ATLAS_3PL,102,0.9552,0.0256,60
ATLAS_3PL,103,0.9556,0.0256,60
ATLAS_3PL,104,0.9552,0.0258,60
ATLAS_3PL,105,0.9548,0.0258,60
ATLAS_3PL,106,0.9554,0.0257,60
ATLAS_3PL,107,0.9554,0.0257,60
ATLAS_3PL,108,0.9544,0.026,60
ATLAS_3PL,109,0.9543,0.0261,60
ATLAS_3PL,110,0.9543,0.026,60
ATLAS_3PL,111,0.9546,0.026,60
ATLAS_3PL,112,0.9546,0.026,60
ATLAS_3PL,113,0.9548,0.026,60
ATLAS_3PL,114,0.9548,0.026,60
ATLAS_3PL,115,0.9553,0.0258,60
ATLAS_3PL,116,0.9554,0.0257,60
ATLAS_3PL,117,0.9549,0.0258,60
ATLAS_3PL,118,0.9554,0.0256,60
ATLAS_3PL,119,0.9556,0.0255,60
ATLAS_3PL,120,0.9562,0.0254,60
ATLAS_3PL,121,0.9559,0.0254,60
ATLAS_3PL,122,0.9561,0.0254,60
ATLAS_3PL,123,0.9558,0.0255,60
ATLAS_3PL,124,0.9564,0.0254,60
ATLAS_3PL,125,0.9561,0.0254,60
ATLAS_3PL,126,0.9557,0.0255,60
ATLAS_3PL,127,0.9561,0.0255,60
ATLAS_3PL,128,0.9564,0.0254,60
ATLAS_3PL,129,0.9562,0.0253,60
ATLAS_3PL,130,0.9567,0.0252,60
ATLAS_3PL,131,0.957,0.0251,60
ATLAS_3PL,132,0.9574,0.025,60
ATLAS_3PL,133,0.9574,0.025,60
ATLAS_3PL,134,0.9578,0.025,60
ATLAS_3PL,135,0.9576,0.025,60
ATLAS_3PL,136,0.9579,0.0249,60
ATLAS_3PL,137,0.9579,0.0249,60
ATLAS_3PL,138,0.9584,0.0247,60
ATLAS_3PL,139,0.9581,0.0248,60
ATLAS_3PL,140,0.9581,0.0247,60
ATLAS_3PL,141,0.9577,0.0248,60
ATLAS_3PL,142,0.9579,0.0247,60
ATLAS_3PL,143,0.9576,0.0248,60
ATLAS_3PL,144,0.9575,0.0249,60
ATLAS_3PL,145,0.9575,0.0248,60
ATLAS_3PL,146,0.9576,0.0248,60
ATLAS_3PL,147,0.9578,0.0247,60
ATLAS_3PL,148,0.958,0.0246,60
ATLAS_3PL,149,0.9581,0.0246,60
ATLAS_3PL,150,0.9582,0.0246,60
ATLAS_3PL,151,0.9583,0.0245,60
ATLAS_3PL,152,0.9586,0.0244,60
ATLAS_3PL,153,0.9588,0.0243,60
ATLAS_3PL,154,0.9589,0.0243,60
ATLAS_3PL,155,0.9591,0.0242,60
ATLAS_3PL,156,0.9592,0.0242,60
ATLAS_3PL,157,0.9594,0.0242,60
ATLAS_3PL,158,0.9599,0.0241,60
ATLAS_3PL,159,0.9599,0.0241,60
ATLAS_3PL,160,0.9602,0.024,60
ATLAS_3PL,161,0.9602,0.024,60
ATLAS_3PL,162,0.9603,0.024,60
ATLAS_3PL,163,0.9602,0.024,60
ATLAS_3PL,164,0.9602,0.024,60
ATLAS_3PL,165,0.9604,0.0239,60
ATLAS_3PL,166,0.9606,0.0238,60
ATLAS_3PL,167,0.9605,0.0238,60
ATLAS_3PL,168,0.9607,0.0238,60
ATLAS_3PL,169,0.9607,0.0238,60
ATLAS_3PL,170,0.9607,0.0238,60
ATLAS_3PL,171,0.9611,0.0237,60
ATLAS_3PL,172,0.9613,0.0236,60
ATLAS_3PL,173,0.9612,0.0238,60
ATLAS_3PL,174,0.9612,0.0238,60
ATLAS_3PL,175,0.9611,0.0237,60
ATLAS_3PL,176,0.9613,0.0237,60
ATLAS_3PL,177,0.9613,0.0238,60
ATLAS_3PL,178,0.9614,0.0238,60
ATLAS_3PL,179,0.9614,0.0238,60
ATLAS_3PL,180,0.9613,0.0238,60
ATLAS_3PL,181,0.9617,0.0237,60
ATLAS_3PL,182,0.962,0.0236,60
ATLAS_3PL,183,0.9621,0.0236,60
ATLAS_3PL,184,0.9622,0.0236,60
ATLAS_3PL,185,0.9624,0.0235,60
ATLAS_3PL,186,0.9624,0.0236,60
ATLAS_3PL,187,0.9624,0.0235,60
ATLAS_3PL,188,0.9622,0.0236,60
ATLAS_3PL,189,0.9623,0.0235,60
ATLAS_3PL,190,0.9622,0.0236,60
ATLAS_3PL,191,0.9625,0.0235,60
ATLAS_3PL,192,0.9626,0.0235,60
ATLAS_3PL,193,0.9627,0.0235,60
ATLAS_3PL,194,0.9625,0.0235,60
ATLAS_3PL,195,0.9628,0.0234,60
ATLAS_3PL,196,0.963,0.0233,60
ATLAS_3PL,197,0.9633,0.0232,60
ATLAS_3PL,198,0.9637,0.0231,60
ATLAS_3PL,199,0.9637,0.0231,60
ATLAS_3PL,200,0.9637,0.0231,60
ATLAS_3PL,201,0.9635,0.0231,60
ATLAS_3PL,202,0.9637,0.023,60
ATLAS_3PL,203,0.9637,0.023,60
ATLAS_3PL,204,0.9636,0.0231,60
ATLAS_3PL,205,0.964,0.023,60
ATLAS_3PL,206,0.9642,0.023,60
ATLAS_3PL,207,0.9643,0.0229,60
ATLAS_3PL,208,0.9641,0.023,60
ATLAS_3PL,209,0.9639,0.023,60
ATLAS_3PL,210,0.9641,0.0229,60
ATLAS_3PL,211,0.9644,0.0228,60
ATLAS_3PL,212,0.9643,0.0229,60
ATLAS_3PL,213,0.9644,0.0228,60
ATLAS_3PL,214,0.9644,0.0228,60
ATLAS_3PL,215,0.9643,0.0228,60
ATLAS_3PL,216,0.9643,0.0228,60
ATLAS_3PL,217,0.9647,0.0227,60
ATLAS_3PL,218,0.965,0.0226,60
ATLAS_3PL,219,0.9652,0.0225,60
ATLAS_3PL,220,0.9653,0.0225,60
ATLAS_3PL,221,0.9656,0.0223,60
ATLAS_3PL,222,0.9659,0.0223,60
ATLAS_3PL,223,0.9659,0.0224,60
ATLAS_3PL,224,0.9659,0.0224,60
ATLAS_3PL,225,0.9659,0.0223,60
ATLAS_3PL,226,0.9659,0.0223,60
ATLAS_3PL,227,0.9662,0.0222,60
ATLAS_3PL,228,0.9665,0.0221,60
ATLAS_3PL,229,0.9668,0.022,60
ATLAS_3PL,230,0.9667,0.022,60
ATLAS_3PL,231,0.9667,0.0219,60
ATLAS_3PL,232,0.967,0.0219,60
ATLAS_3PL,233,0.9667,0.0219,60
ATLAS_3PL,234,0.9668,0.0219,60
ATLAS_3PL,235,0.9668,0.022,60
ATLAS_3PL,236,0.9669,0.0219,60
ATLAS_3PL,237,0.9669,0.0219,60
ATLAS_3PL,238,0.9673,0.0219,60
ATLAS_3PL,239,0.9673,0.0219,60
ATLAS_3PL,240,0.9674,0.0218,60
ATLAS_3PL,241,0.9673,0.0219,60
ATLAS_3PL,242,0.9675,0.0218,60
ATLAS_3PL,243,0.9675,0.0219,60
ATLAS_3PL,244,0.9677,0.0218,60
ATLAS_3PL,245,0.9678,0.0217,60
ATLAS_3PL,246,0.9679,0.0217,60
ATLAS_3PL,247,0.9682,0.0215,60
ATLAS_3PL,248,0.9683,0.0215,60
ATLAS_3PL,249,0.9683,0.0214,60
ATLAS_3PL,250,0.9683,0.0214,60
ATLAS_3PL,251,0.9685,0.0212,60
ATLAS_3PL,252,0.9686,0.0212,60
ATLAS_3PL,253,0.9688,0.0211,60
ATLAS_3PL,254,0.9695,0.0209,60
ATLAS_3PL,255,0.9699,0.0206,60
ATLAS_3PL,256,0.9698,0.0207,60
ATLAS_3PL,257,0.97,0.0206,60
ATLAS_3PL,258,0.9699,0.0206,60
ATLAS_3PL,259,0.9703,0.0204,60
ATLAS_3PL,260,0.9705,0.0204,60
ATLAS_3PL,261,0.9705,0.0204,60
ATLAS_3PL,262,0.9709,0.0203,60
ATLAS_3PL,263,0.9708,0.0203,60
ATLAS_3PL,264,0.971,0.0202,60
ATLAS_3PL,265,0.9711,0.0202,60
ATLAS_3PL,266,0.9713,0.0201,60
ATLAS_3PL,267,0.9714,0.0201,60
ATLAS_3PL,268,0.9715,0.0201,60
ATLAS_3PL,269,0.9716,0.0201,60
ATLAS_3PL,270,0.9716,0.0201,60
ATLAS_3PL,271,0.9717,0.02,60
ATLAS_3PL,272,0.9719,0.0199,60
ATLAS_3PL,273,0.9721,0.0199,60
ATLAS_3PL,274,0.972,0.0199,60
ATLAS_3PL,275,0.9722,0.0198,60
ATLAS_3PL,276,0.9724,0.0198,60
ATLAS_3PL,277,0.9724,0.0198,60
ATLAS_3PL,278,0.9726,0.0197,60
ATLAS_3PL,279,0.9725,0.0197,60
ATLAS_3PL,280,0.9726,0.0197,60
ATLAS_3PL,281,0.9729,0.0195,60
ATLAS_3PL,282,0.9727,0.0196,60
ATLAS_3PL,283,0.9728,0.0195,60
ATLAS_3PL,284,0.9728,0.0196,60
ATLAS_3PL,285,0.973,0.0195,60
ATLAS_3PL,286,0.9731,0.0194,60
ATLAS_3PL,287,0.9732,0.0194,60
ATLAS_3PL,288,0.9732,0.0194,60
ATLAS_3PL,289,0.9731,0.0195,60
ATLAS_3PL,290,0.9735,0.0193,60
ATLAS_3PL,291,0.9737,0.0192,60
ATLAS_3PL,292,0.9738,0.0191,60
ATLAS_3PL,293,0.9735,0.0192,60
ATLAS_3PL,294,0.9736,0.0192,60
ATLAS_3PL,295,0.9737,0.0191,60
ATLAS_3PL,296,0.9737,0.0191,60
ATLAS_3PL,297,0.9739,0.0191,60
ATLAS_3PL,298,0.974,0.0191,60
ATLAS_3PL,299,0.9742,0.019,60
ATLAS_3PL,300,0.9742,0.0191,60
ATLAS_3PL,301,0.9743,0.0191,60
ATLAS_3PL,302,0.9746,0.019,60
ATLAS_3PL,303,0.9747,0.0189,60
ATLAS_3PL,304,0.9747,0.0189,60
ATLAS_3PL,305,0.9747,0.0189,60
ATLAS_3PL,306,0.9747,0.0189,60
ATLAS_3PL,307,0.9746,0.0191,60
ATLAS_3PL,308,0.9746,0.0191,60
ATLAS_3PL,309,0.9749,0.019,60
ATLAS_3PL,310,0.9748,0.019,60
ATLAS_3PL,311,0.9747,0.0191,60
ATLAS_3PL,312,0.975,0.019,60
ATLAS_3PL,313,0.975,0.019,60
ATLAS_3PL,314,0.9751,0.019,60
ATLAS_3PL,315,0.9748,0.0191,60
ATLAS_3PL,316,0.9749,0.0191,60
ATLAS_3PL,317,0.9751,0.019,60
ATLAS_3PL,318,0.9754,0.0188,60
ATLAS_3PL,319,0.9755,0.0187,60
ATLAS_3PL,320,0.9756,0.0187,60
ATLAS_3PL,321,0.9757,0.0186,60
ATLAS_3PL,322,0.976,0.0185,60
ATLAS_3PL,323,0.9757,0.0186,60
ATLAS_3PL,324,0.9758,0.0186,60
ATLAS_3PL,325,0.9756,0.0187,60
ATLAS_3PL,326,0.9754,0.0187,60
ATLAS_3PL,327,0.9752,0.0188,60
ATLAS_3PL,328,0.9752,0.0189,60
ATLAS_3PL,329,0.9751,0.0189,60
ATLAS_3PL,330,0.9752,0.0188,60
ATLAS_3PL,331,0.9754,0.0188,60
ATLAS_3PL,332,0.9755,0.0187,60
ATLAS_3PL,333,0.9754,0.0187,60
ATLAS_3PL,334,0.9756,0.0186,60
ATLAS_3PL,335,0.9757,0.0186,60
ATLAS_3PL,336,0.976,0.0186,60
ATLAS_3PL,337,0.9762,0.0185,60
ATLAS_3PL,338,0.9762,0.0185,60
ATLAS_3PL,339,0.9762,0.0185,60
ATLAS_3PL,340,0.9766,0.0183,60
ATLAS_3PL,341,0.9768,0.0182,60
ATLAS_3PL,342,0.9769,0.0182,60
ATLAS_3PL,343,0.9769,0.0182,60
ATLAS_3PL,344,0.9769,0.0182,60
ATLAS_3PL,345,0.977,0.0181,60
ATLAS_3PL,346,0.9771,0.018,60
ATLAS_3PL,347,0.9771,0.018,60
ATLAS_3PL,348,0.9774,0.0179,60
ATLAS_3PL,349,0.9776,0.0178,60
ATLAS_3PL,350,0.9778,0.0177,60
