model,floor,se_target,n_scenarios,n_criteria,stop_reason,sd,se_param,se_total,theta_ref,theta_mwle,reach,weak
h2oai/h2o-danube-1.8b-chat,20,0.3,20,35,precision,0.20979470135190417,0.1154,0.2394388788716959,-1.2848590663580741,-0.7992944468289702,True,False
h2oai/h2o-danube2-1.8b-base,20,0.3,20,38,precision,0.14643653218392347,0.09,0.17188268661518313,-1.2915971851830361,-1.1535435631305027,True,False
h2oai/h2o-danube2-1.8b-chat,20,0.3,20,31,precision,0.18385234588539004,0.123,0.22120281437531733,-0.6060817704002986,-0.5980946018538672,True,False
ibm-granite/granite-3.0-2b-base,20,0.3,20,33,precision,0.09707326180655648,0.1009,0.14001438553864476,0.7678652965857196,1.0993212747565022,True,False
ibm-granite/granite-3.1-2b-base,20,0.3,20,38,precision,0.09633073071863472,0.0698,0.11896070645715802,0.7953531106038908,1.1833751220655477,True,False
ibm-granite/granite-3.1-2b-instruct,20,0.3,20,33,precision,0.09014698696275922,0.1245,0.1537098866646641,1.6000011880278608,1.4464181665059295,True,False
ibm-granite/granite-7b-instruct,20,0.3,20,34,precision,0.1247047684039902,0.0653,0.14076707449788403,0.265993916053506,0.012226212688336997,True,False
ibm/PowerLM-3b,20,0.3,20,30,precision,0.14189667729103947,0.0665,0.15670646772305666,0.20576469420020596,0.5316294462360828,True,False
meta-llama/Llama-3.2-1B,20,0.3,20,37,precision,0.1614169953056833,0.0757,0.17828610818993998,-1.4441995122196885,-1.149573535244055,True,False
meta-llama/Llama-3.2-1B-Instruct,20,0.3,20,32,precision,0.13878144941338633,0.0639,0.152785800064274,-0.0005778848317209413,-0.180658493829775,True,False
meta-llama/Llama-3.2-3B-Instruct,20,0.3,20,35,precision,0.12206146361595417,0.0782,0.14496289490786565,1.3766122651320336,1.063666683326561,True,False
microsoft/phi-1_5,20,0.3,20,29,precision,0.19617418414561125,0.0732,0.20938612782416172,-0.7685518470793657,-0.8292387209161953,True,False
nvidia/AceInstruct-1.5B,20,0.3,20,40,precision,0.0876726023590802,0.0818,0.11990715243226066,1.2333949625978662,1.0869546068162708,True,False
openbmb/MiniCPM-1B-sft-bf16,20,0.3,20,36,plateau,0.3060723075640441,0.1619,0.34625405045656693,-2.2676964735636975,-2.0695167864186743,False,False
openbmb/MiniCPM-2B-sft-bf16,20,0.3,20,34,precision,0.18913654483950187,0.0901,0.2095009369760071,-0.6237288600396811,-0.6480560786232497,True,False
openlm-research/open_llama_3b,20,0.3,20,30,precision,0.19755832783336522,0.1305,0.23676896523048666,-1.6359628021783263,-1.8747869016198224,True,False
pankajmathur/orca_mini_3b,20,0.3,20,37,precision,0.169500532632462,0.1209,0.2082000013513168,-1.198738742721586,-1.2041590693218513,True,False
pankajmathur/orca_mini_v9_5_3B-Instruct,20,0.3,20,36,precision,0.13987272872312226,0.0868,0.1646165855570214,1.0016997616475993,0.8444508658929525,True,False
stabilityai/stablelm-2-1_6b-chat,20,0.3,20,34,precision,0.12961824770118166,0.1456,0.19493652848331142,0.012220790706554813,-0.0512418629266614,True,False
stabilityai/stablelm-2-zephyr-1_6b,20,0.3,20,29,precision,0.16053686901406788,0.139,0.21235132755139535,-0.3913135101431359,-0.123236780740001,True,False
stabilityai/stablelm-zephyr-3b,20,0.3,20,31,precision,0.14413517176228152,0.1472,0.20601647443576543,0.21566537807224986,0.9822679731607394,True,False
tiiuae/Falcon3-1B-Instruct,20,0.3,20,37,precision,0.10849683841794035,0.0725,0.13049066612861113,0.8139648836928877,0.8409207769055546,True,False
tiiuae/Falcon3-3B-Base,20,0.3,20,37,precision,0.08864262752138694,0.074,0.11547084226719463,1.399999623842926,1.1626011368514586,True,False
tiiuae/Falcon3-3B-Instruct,20,0.3,20,29,precision,0.14283224733037989,0.258,0.29489837381282186,2.1999641221002983,2.3282442242035737,True,False
utter-project/EuroLLM-1.7B,20,0.3,20,29,precision,0.1964524969144725,0.1421,0.24245823051389867,-1.7002049889999085,-1.3193813164455894,True,False
utter-project/EuroLLM-1.7B-Instruct,20,0.3,20,38,precision,0.16464452931075843,0.0762,0.18142287902015333,-1.00138143224113,-0.9125245847243084,True,False
01-ai/Yi-1.5-6B,20,0.32,20,31,precision,0.11844690632041949,0.0896,0.14851878540062946,0.19678506140948468,0.1395265047200623,True,False
01-ai/Yi-1.5-6B-Chat,20,0.32,20,38,precision,0.0921191446660236,0.0874,0.12698305719268135,1.4000020772311779,1.072480534459936,True,False
01-ai/Yi-6B,20,0.32,20,37,precision,0.1796010062836728,0.138,0.22649618420209175,-0.9452756389524437,-1.214656194428957,True,False
01-ai/Yi-6B-200K,20,0.32,20,33,precision,0.18396101091500752,0.1297,0.2250860802823478,-1.0187709304409684,-1.4527828254965265,True,False
01-ai/Yi-6B-Chat,20,0.32,20,35,precision,0.12802127942323607,0.1017,0.1635002690675532,0.3980048604872047,0.676633316471594,True,False
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,20,0.32,22,34,plateau,0.3227162113597011,0.2032,0.3813607125470048,-4.202602674527077,-3.6357541774456723,False,True
BEE-spoke-data/smol_llama-220M-openhermes,20,0.32,20,33,precision,0.2454944677667659,0.1603,0.29319553834273754,-3.8666100312702625,-2.751250625907488,True,False
BSC-LT/salamandra-2b,20,0.32,20,36,precision,0.20716157522381637,0.1409,0.25053688001811814,-1.8238093175283205,-1.6530380502013078,True,False
BSC-LT/salamandra-2b-instruct,20,0.32,20,36,precision,0.1688276627764254,0.0821,0.18773169609458712,-1.2565934044275302,-0.9638494359223039,True,False
BSC-LT/salamandra-7b,20,0.32,20,38,precision,0.17384682754834302,0.1704,0.2434314676631255,-0.7178730054518736,-1.2868650293355393,True,False
BSC-LT/salamandra-7b-instruct,20,0.32,20,32,precision,0.12199669208277712,0.1069,0.16220605068597144,0.20276356752274996,0.045208819638573955,True,False
HuggingFaceTB/SmolLM2-360M,20,0.32,20,35,precision,0.23076848494897997,0.2173,0.3169753675692286,-1.677996810911666,-1.566466872486397,True,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,20,0.32,20,32,precision,0.10861913578995516,0.1653,0.19779334331507903,1.9970250013743478,1.592258565342478,True,False
OpenBMB/MiniCPM4-0.5B,20,0.32,20,30,precision,0.177965820318013,0.0556,0.18644890238739215,-0.3327150757252768,-0.3067168735952818,True,False
Qwen/Qwen1.5-1.8B,20,0.32,20,30,precision,0.17104134306904048,0.0733,0.18608608502212412,-0.7868242845499819,-0.41133880728142125,True,False
Qwen/Qwen1.5-1.8B-Chat,20,0.32,20,34,precision,0.1379618986808719,0.0702,0.15479510808688743,-0.5489629043353035,-0.1673121360136686,True,False
Qwen/Qwen2-0.5B,20,0.32,20,40,precision,0.14732780961349173,0.121,0.19064753731823883,-1.468486165842045,-1.2538635301910892,True,False
Qwen/Qwen2.5-0.5B-Instruct,20,0.32,20,36,precision,0.16295002700670144,0.0908,0.1865404816694884,-0.5408412326480648,-0.9206306843231653,True,False
ai-forever/mGPT,20,0.32,20,30,plateau,0.4366069645804407,0.2004,0.4804017084900367,-4.00741791060614,-4.634288441583373,False,True
allenai/OLMo-1B-hf,20,0.32,23,39,plateau,0.44261502978031175,0.2166,0.492771371517691,-4.150151379475481,-3.651266328593266,False,True
allenai/OLMo-2-0425-1B,20,0.32,20,35,precision,0.20861630985687954,0.1027,0.23252538514816307,-1.2492707921491486,-1.4009328080668364,True,False
allenai/OLMo-2-0425-1B-DPO,20,0.32,20,32,precision,0.14425908248600458,0.097,0.1738380938681274,0.22514974929546167,0.19917823952581226,True,False
allenai/OLMo-2-0425-1B-Instruct,20,0.32,20,33,precision,0.15706107206363953,0.0877,0.17988738243073019,0.3930375262194632,-0.07441667455258244,True,False
arcee-ai/raspberry-3B,20,0.32,20,35,precision,0.10283164682792104,0.072,0.12553225716660352,1.199927822212961,1.2838291946377698,True,False
google/gemma-2-2b,20,0.32,20,28,precision,0.19201716907218552,0.1087,0.2206496843834051,-0.9088481085135922,-1.267060215928414,True,False
google/gemma-2b,20,0.32,20,31,precision,0.1526068941465772,0.0985,0.18163456207744333,-0.8635749181415346,-0.28105651298055834,True,False
h2oai/h2o-danube-1.8b-chat,20,0.32,20,35,precision,0.20979470135190417,0.1154,0.2394388788716959,-1.2848590663580741,-0.7992944468289702,True,False
h2oai/h2o-danube2-1.8b-base,20,0.32,20,38,precision,0.14643653218392347,0.09,0.17188268661518313,-1.2915971851830361,-1.1535435631305027,True,False
h2oai/h2o-danube2-1.8b-chat,20,0.32,20,31,precision,0.18385234588539004,0.123,0.22120281437531733,-0.6060817704002986,-0.5980946018538672,True,False
ibm-granite/granite-3.0-2b-base,20,0.32,20,33,precision,0.09707326180655648,0.1009,0.14001438553864476,0.7678652965857196,1.0993212747565022,True,False
ibm-granite/granite-3.1-2b-base,20,0.32,20,38,precision,0.09633073071863472,0.0698,0.11896070645715802,0.7953531106038908,1.1833751220655477,True,False
ibm-granite/granite-3.1-2b-instruct,20,0.32,20,33,precision,0.09014698696275922,0.1245,0.1537098866646641,1.6000011880278608,1.4464181665059295,True,False
ibm-granite/granite-7b-instruct,20,0.32,20,34,precision,0.1247047684039902,0.0653,0.14076707449788403,0.265993916053506,0.012226212688336997,True,False
ibm/PowerLM-3b,20,0.32,20,30,precision,0.14189667729103947,0.0665,0.15670646772305666,0.20576469420020596,0.5316294462360828,True,False
meta-llama/Llama-3.2-1B,20,0.32,20,37,precision,0.1614169953056833,0.0757,0.17828610818993998,-1.4441995122196885,-1.149573535244055,True,False
meta-llama/Llama-3.2-1B-Instruct,20,0.32,20,32,precision,0.13878144941338633,0.0639,0.152785800064274,-0.0005778848317209413,-0.180658493829775,True,False
meta-llama/Llama-3.2-3B-Instruct,20,0.32,20,35,precision,0.12206146361595417,0.0782,0.14496289490786565,1.3766122651320336,1.063666683326561,True,False
microsoft/phi-1_5,20,0.32,20,29,precision,0.19617418414561125,0.0732,0.20938612782416172,-0.7685518470793657,-0.8292387209161953,True,False
nvidia/AceInstruct-1.5B,20,0.32,20,40,precision,0.0876726023590802,0.0818,0.11990715243226066,1.2333949625978662,1.0869546068162708,True,False
openbmb/MiniCPM-1B-sft-bf16,20,0.32,20,36,precision,0.3060723075640441,0.1619,0.34625405045656693,-2.2676964735636975,-2.0695167864186743,True,False
openbmb/MiniCPM-2B-sft-bf16,20,0.32,20,34,precision,0.18913654483950187,0.0901,0.2095009369760071,-0.6237288600396811,-0.6480560786232497,True,False
openlm-research/open_llama_3b,20,0.32,20,30,precision,0.19755832783336522,0.1305,0.23676896523048666,-1.6359628021783263,-1.8747869016198224,True,False
pankajmathur/orca_mini_3b,20,0.32,20,37,precision,0.169500532632462,0.1209,0.2082000013513168,-1.198738742721586,-1.2041590693218513,True,False
pankajmathur/orca_mini_v9_5_3B-Instruct,20,0.32,20,36,precision,0.13987272872312226,0.0868,0.1646165855570214,1.0016997616475993,0.8444508658929525,True,False
stabilityai/stablelm-2-1_6b-chat,20,0.32,20,34,precision,0.12961824770118166,0.1456,0.19493652848331142,0.012220790706554813,-0.0512418629266614,True,False
stabilityai/stablelm-2-zephyr-1_6b,20,0.32,20,29,precision,0.16053686901406788,0.139,0.21235132755139535,-0.3913135101431359,-0.123236780740001,True,False
stabilityai/stablelm-zephyr-3b,20,0.32,20,31,precision,0.14413517176228152,0.1472,0.20601647443576543,0.21566537807224986,0.9822679731607394,True,False
tiiuae/Falcon3-1B-Instruct,20,0.32,20,37,precision,0.10849683841794035,0.0725,0.13049066612861113,0.8139648836928877,0.8409207769055546,True,False
tiiuae/Falcon3-3B-Base,20,0.32,20,37,precision,0.08864262752138694,0.074,0.11547084226719463,1.399999623842926,1.1626011368514586,True,False
tiiuae/Falcon3-3B-Instruct,20,0.32,20,29,precision,0.14283224733037989,0.258,0.29489837381282186,2.1999641221002983,2.3282442242035737,True,False
utter-project/EuroLLM-1.7B,20,0.32,20,29,precision,0.1964524969144725,0.1421,0.24245823051389867,-1.7002049889999085,-1.3193813164455894,True,False
utter-project/EuroLLM-1.7B-Instruct,20,0.32,20,38,precision,0.16464452931075843,0.0762,0.18142287902015333,-1.00138143224113,-0.9125245847243084,True,False
01-ai/Yi-1.5-6B,25,0.15,25,40,precision,0.11374999848905745,0.0896,0.14480062899124635,0.19678506140948468,0.08204920068054286,True,False
01-ai/Yi-1.5-6B-Chat,25,0.15,25,50,precision,0.08311034444294509,0.0874,0.12060716957720621,1.4000020772311779,1.0604431326007129,True,False
01-ai/Yi-6B,25,0.15,25,44,plateau,0.17361821053763696,0.138,0.22178206201199238,-0.9452756389524437,-1.257575055425479,False,False
01-ai/Yi-6B-200K,25,0.15,25,44,plateau,0.17772930632404887,0.1297,0.22002226325176186,-1.0187709304409684,-1.542154078464902,False,False
01-ai/Yi-6B-Chat,25,0.15,25,43,precision,0.12132035810019719,0.1017,0.1583083045502038,0.3980048604872047,0.4710795520827535,True,False
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,25,0.15,25,37,plateau,0.3232151270758538,0.2032,0.3817829990592304,-4.202602674527077,-3.702711147078114,False,True
BEE-spoke-data/smol_llama-220M-openhermes,25,0.15,25,40,plateau,0.25067730209650607,0.1603,0.29754865112512774,-3.8666100312702625,-2.8287606278876,False,False
BSC-LT/salamandra-2b,25,0.15,25,43,plateau,0.20617066780994886,0.1409,0.24971814965116226,-1.8238093175283205,-1.7576347822303888,False,False
BSC-LT/salamandra-2b-instruct,25,0.15,25,43,plateau,0.1582840599399057,0.0821,0.17830943225488569,-1.2565934044275302,-0.9860087668907039,False,False
BSC-LT/salamandra-7b,25,0.15,25,44,plateau,0.16418478942853817,0.1704,0.23662798879188704,-0.7178730054518736,-1.30219295992843,False,False
BSC-LT/salamandra-7b-instruct,25,0.15,25,40,precision,0.11251651346557918,0.1069,0.1552017261580871,0.20276356752274996,0.09625573247743732,True,False
HuggingFaceTB/SmolLM2-360M,25,0.15,30,51,plateau,0.18655329731509057,0.2173,0.28639382454782886,-1.677996810911666,-1.4420689855825268,False,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,25,0.15,25,42,precision,0.09799989689014588,0.1653,0.19216677597982235,1.9970250013743478,1.6105634758455432,True,False
OpenBMB/MiniCPM4-0.5B,25,0.15,25,39,plateau,0.1742825132418196,0.0556,0.18293647646624503,-0.3327150757252768,-0.44196608882032307,False,False
Qwen/Qwen1.5-1.8B,25,0.15,26,41,plateau,0.17069313701841618,0.0733,0.18576608147126267,-0.7868242845499819,-0.5535138165727053,False,False
Qwen/Qwen1.5-1.8B-Chat,25,0.15,25,41,precision,0.13285771424350434,0.0702,0.15026380879642529,-0.5489629043353035,-0.18787718302769668,True,False
Qwen/Qwen2-0.5B,25,0.15,25,48,precision,0.14449993663023314,0.121,0.18847077143722152,-1.468486165842045,-1.313770772332836,True,False
Qwen/Qwen2.5-0.5B-Instruct,25,0.15,25,44,plateau,0.15411930492068834,0.0908,0.17887817124857944,-0.5408412326480648,-0.9305754277779257,False,False
ai-forever/mGPT,25,0.15,25,37,plateau,0.43921079852430683,0.2004,0.48276939167718497,-4.00741791060614,-4.905987042552037,False,True
allenai/OLMo-1B-hf,25,0.15,25,44,plateau,0.4405395253681499,0.2166,0.4909079683724789,-4.150151379475481,-3.7139657521977125,False,True
allenai/OLMo-2-0425-1B,25,0.15,25,43,plateau,0.1967133422383402,0.1027,0.22190860509357982,-1.2492707921491486,-1.4611831848509231,False,False
allenai/OLMo-2-0425-1B-DPO,25,0.15,25,40,precision,0.13755768994798734,0.097,0.16831850184642988,0.22514974929546167,0.23725457007522205,True,False
allenai/OLMo-2-0425-1B-Instruct,25,0.15,25,41,precision,0.1446471677120633,0.0877,0.16915700732491623,0.3930375262194632,-0.013137644300332393,True,False
arcee-ai/raspberry-3B,25,0.15,25,46,precision,0.09349496503899844,0.072,0.11800554430891602,1.199927822212961,1.2450623125830096,True,False
google/gemma-2-2b,25,0.15,30,47,plateau,0.1679964422649324,0.1087,0.2000962133916451,-0.9088481085135922,-1.2446319923838847,False,False
google/gemma-2b,25,0.15,25,41,plateau,0.1509267843644855,0.0985,0.18022525971296005,-0.8635749181415346,-0.3769927901386312,False,False
h2oai/h2o-danube-1.8b-chat,25,0.15,30,51,plateau,0.16803876697180326,0.1154,0.2038484417536813,-1.2848590663580741,-0.7069762506549466,False,False
h2oai/h2o-danube2-1.8b-base,25,0.15,25,47,precision,0.14100219992242885,0.09,0.16727707668107006,-1.2915971851830361,-1.1177182721066719,True,False
h2oai/h2o-danube2-1.8b-chat,25,0.15,28,45,plateau,0.16130429867297438,0.123,0.20284988728214795,-0.6060817704002986,-0.5655118721720362,False,False
ibm-granite/granite-3.0-2b-base,25,0.15,25,44,precision,0.08525966777160462,0.1009,0.13209852742753947,0.7678652965857196,1.0968392701670786,True,False
ibm-granite/granite-3.1-2b-base,25,0.15,25,47,precision,0.08953404261026887,0.0698,0.11352702227283794,0.7953531106038908,1.1571280357279303,True,False
ibm-granite/granite-3.1-2b-instruct,25,0.15,25,44,precision,0.08034928041506456,0.1245,0.14817643828631688,1.6000011880278608,1.421466910084769,True,False
ibm-granite/granite-7b-instruct,25,0.15,25,40,precision,0.12066946906239434,0.0653,0.13720499540395803,0.265993916053506,-0.013199157295791703,True,False
ibm/PowerLM-3b,25,0.15,25,40,precision,0.12364227850638833,0.0665,0.14039110739021649,0.20576469420020596,0.5325512300084474,True,False
meta-llama/Llama-3.2-1B,25,0.15,25,43,plateau,0.15638051520777807,0.0757,0.17373933215207807,-1.4441995122196885,-1.1893115803963954,False,False
meta-llama/Llama-3.2-1B-Instruct,25,0.15,25,40,precision,0.1263000350627541,0.0639,0.14154472387501033,-0.0005778848317209413,-0.112599889562445,True,False
meta-llama/Llama-3.2-3B-Instruct,25,0.15,25,45,precision,0.10614094217074135,0.0782,0.13183755005647163,1.3766122651320336,1.1163916988858493,True,False
microsoft/phi-1_5,25,0.15,28,42,plateau,0.17451942293138703,0.0732,0.1892492245170488,-0.7685518470793657,-0.8396040157187102,False,False
nvidia/AceInstruct-1.5B,25,0.15,25,47,precision,0.08256631703665072,0.0818,0.116225800530677,1.2333949625978662,1.0830277738232053,True,False
openbmb/MiniCPM-1B-sft-bf16,25,0.15,25,42,plateau,0.2870483119649942,0.1619,0.32955779978928224,-2.2676964735636975,-2.1424271515453253,False,False
openbmb/MiniCPM-2B-sft-bf16,25,0.15,26,44,plateau,0.16895516019546492,0.0901,0.1914780827057635,-0.6237288600396811,-0.6309874997366125,False,False
openlm-research/open_llama_3b,25,0.15,25,36,plateau,0.18895606528624137,0.1305,0.2296402504101977,-1.6359628021783263,-1.8549849099658606,False,False
pankajmathur/orca_mini_3b,25,0.15,29,49,plateau,0.15549585264734023,0.1209,0.1969664189412077,-1.198738742721586,-1.219419496747699,False,False
pankajmathur/orca_mini_v9_5_3B-Instruct,25,0.15,25,43,precision,0.13091971826655102,0.0868,0.15708027448089432,1.0016997616475993,0.8386120616618671,True,False
stabilityai/stablelm-2-1_6b-chat,25,0.15,25,41,precision,0.12052585503931729,0.1456,0.18901280838334347,0.012220790706554813,-0.020172802576797558,True,False
stabilityai/stablelm-2-zephyr-1_6b,25,0.15,27,41,plateau,0.15493893783060156,0.139,0.2081515660668327,-0.3913135101431359,-0.2324860584132629,False,False
stabilityai/stablelm-zephyr-3b,25,0.15,25,39,precision,0.13819402701240488,0.1472,0.20190450490740738,0.21566537807224986,0.9177779465746312,True,False
tiiuae/Falcon3-1B-Instruct,25,0.15,25,45,precision,0.10417263531712226,0.0725,0.12691803634201937,0.8139648836928877,0.8244261820419589,True,False
tiiuae/Falcon3-3B-Base,25,0.15,25,48,precision,0.0815416585101232,0.074,0.11011376876931216,1.399999623842926,1.2090583719167758,True,False
tiiuae/Falcon3-3B-Instruct,25,0.15,25,35,precision,0.11423404393370393,0.258,0.2821584958732368,2.1999641221002983,2.238144041456789,True,False
utter-project/EuroLLM-1.7B,25,0.15,34,54,plateau,0.1673290732725457,0.1421,0.2195254626740346,-1.7002049889999085,-1.3635166589389502,False,False
utter-project/EuroLLM-1.7B-Instruct,25,0.15,25,44,plateau,0.15872910271148466,0.0762,0.1760720535678307,-1.00138143224113,-0.8898969263141898,False,False
01-ai/Yi-1.5-6B,25,0.18,25,40,precision,0.11374999848905745,0.0896,0.14480062899124635,0.19678506140948468,0.08204920068054286,True,False
01-ai/Yi-1.5-6B-Chat,25,0.18,25,50,precision,0.08311034444294509,0.0874,0.12060716957720621,1.4000020772311779,1.0604431326007129,True,False
01-ai/Yi-6B,25,0.18,25,44,precision,0.17361821053763696,0.138,0.22178206201199238,-0.9452756389524437,-1.257575055425479,True,False
01-ai/Yi-6B-200K,25,0.18,25,44,precision,0.17772930632404887,0.1297,0.22002226325176186,-1.0187709304409684,-1.542154078464902,True,False
01-ai/Yi-6B-Chat,25,0.18,25,43,precision,0.12132035810019719,0.1017,0.1583083045502038,0.3980048604872047,0.4710795520827535,True,False
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,25,0.18,25,37,plateau,0.3232151270758538,0.2032,0.3817829990592304,-4.202602674527077,-3.702711147078114,False,True
BEE-spoke-data/smol_llama-220M-openhermes,25,0.18,25,40,plateau,0.25067730209650607,0.1603,0.29754865112512774,-3.8666100312702625,-2.8287606278876,False,False
BSC-LT/salamandra-2b,25,0.18,25,43,plateau,0.20617066780994886,0.1409,0.24971814965116226,-1.8238093175283205,-1.7576347822303888,False,False
BSC-LT/salamandra-2b-instruct,25,0.18,25,43,precision,0.1582840599399057,0.0821,0.17830943225488569,-1.2565934044275302,-0.9860087668907039,True,False
BSC-LT/salamandra-7b,25,0.18,25,44,precision,0.16418478942853817,0.1704,0.23662798879188704,-0.7178730054518736,-1.30219295992843,True,False
BSC-LT/salamandra-7b-instruct,25,0.18,25,40,precision,0.11251651346557918,0.1069,0.1552017261580871,0.20276356752274996,0.09625573247743732,True,False
HuggingFaceTB/SmolLM2-360M,25,0.18,30,51,plateau,0.18655329731509057,0.2173,0.28639382454782886,-1.677996810911666,-1.4420689855825268,False,False
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,25,0.18,25,42,precision,0.09799989689014588,0.1653,0.19216677597982235,1.9970250013743478,1.6105634758455432,True,False
OpenBMB/MiniCPM4-0.5B,25,0.18,25,39,precision,0.1742825132418196,0.0556,0.18293647646624503,-0.3327150757252768,-0.44196608882032307,True,False
Qwen/Qwen1.5-1.8B,25,0.18,25,39,precision,0.16953434285442073,0.0733,0.18470187710762517,-0.7868242845499819,-0.5197902429697075,True,False
Qwen/Qwen1.5-1.8B-Chat,25,0.18,25,41,precision,0.13285771424350434,0.0702,0.15026380879642529,-0.5489629043353035,-0.18787718302769668,True,False
Qwen/Qwen2-0.5B,25,0.18,25,48,precision,0.14449993663023314,0.121,0.18847077143722152,-1.468486165842045,-1.313770772332836,True,False
Qwen/Qwen2.5-0.5B-Instruct,25,0.18,25,44,precision,0.15411930492068834,0.0908,0.17887817124857944,-0.5408412326480648,-0.9305754277779257,True,False
ai-forever/mGPT,25,0.18,25,37,plateau,0.43921079852430683,0.2004,0.48276939167718497,-4.00741791060614,-4.905987042552037,False,True
allenai/OLMo-1B-hf,25,0.18,25,44,plateau,0.4405395253681499,0.2166,0.4909079683724789,-4.150151379475481,-3.7139657521977125,False,True
allenai/OLMo-2-0425-1B,25,0.18,25,43,plateau,0.1967133422383402,0.1027,0.22190860509357982,-1.2492707921491486,-1.4611831848509231,False,False
allenai/OLMo-2-0425-1B-DPO,25,0.18,25,40,precision,0.13755768994798734,0.097,0.16831850184642988,0.22514974929546167,0.23725457007522205,True,False
allenai/OLMo-2-0425-1B-Instruct,25,0.18,25,41,precision,0.1446471677120633,0.0877,0.16915700732491623,0.3930375262194632,-0.013137644300332393,True,False
arcee-ai/raspberry-3B,25,0.18,25,46,precision,0.09349496503899844,0.072,0.11800554430891602,1.199927822212961,1.2450623125830096,True,False
google/gemma-2-2b,25,0.18,25,39,precision,0.17721896362051165,0.1087,0.2078996177647478,-0.9088481085135922,-1.2982814561948905,True,False
google/gemma-2b,25,0.18,25,41,precision,0.1509267843644855,0.0985,0.18022525971296005,-0.8635749181415346,-0.3769927901386312,True,False
h2oai/h2o-danube-1.8b-chat,25,0.18,26,45,precision,0.1797121677660368,0.1154,0.21357346099917976,-1.2848590663580741,-0.7506846491149873,True,False
h2oai/h2o-danube2-1.8b-base,25,0.18,25,47,precision,0.14100219992242885,0.09,0.16727707668107006,-1.2915971851830361,-1.1177182721066719,True,False
h2oai/h2o-danube2-1.8b-chat,25,0.18,25,40,precision,0.16539741010197317,0.123,0.20611963338905953,-0.6060817704002986,-0.5229949255640315,True,False
ibm-granite/granite-3.0-2b-base,25,0.18,25,44,precision,0.08525966777160462,0.1009,0.13209852742753947,0.7678652965857196,1.0968392701670786,True,False
ibm-granite/granite-3.1-2b-base,25,0.18,25,47,precision,0.08953404261026887,0.0698,0.11352702227283794,0.7953531106038908,1.1571280357279303,True,False
ibm-granite/granite-3.1-2b-instruct,25,0.18,25,44,precision,0.08034928041506456,0.1245,0.14817643828631688,1.6000011880278608,1.421466910084769,True,False
ibm-granite/granite-7b-instruct,25,0.18,25,40,precision,0.12066946906239434,0.0653,0.13720499540395803,0.265993916053506,-0.013199157295791703,True,False
ibm/PowerLM-3b,25,0.18,25,40,precision,0.12364227850638833,0.0665,0.14039110739021649,0.20576469420020596,0.5325512300084474,True,False
meta-llama/Llama-3.2-1B,25,0.18,25,43,precision,0.15638051520777807,0.0757,0.17373933215207807,-1.4441995122196885,-1.1893115803963954,True,False
meta-llama/Llama-3.2-1B-Instruct,25,0.18,25,40,precision,0.1263000350627541,0.0639,0.14154472387501033,-0.0005778848317209413,-0.112599889562445,True,False
meta-llama/Llama-3.2-3B-Instruct,25,0.18,25,45,precision,0.10614094217074135,0.0782,0.13183755005647163,1.3766122651320336,1.1163916988858493,True,False
microsoft/phi-1_5,25,0.18,25,38,precision,0.17891319312268636,0.0732,0.1933084857768941,-0.7685518470793657,-0.8675004668654464,True,False
nvidia/AceInstruct-1.5B,25,0.18,25,47,precision,0.08256631703665072,0.0818,0.116225800530677,1.2333949625978662,1.0830277738232053,True,False
openbmb/MiniCPM-1B-sft-bf16,25,0.18,25,42,plateau,0.2870483119649942,0.1619,0.32955779978928224,-2.2676964735636975,-2.1424271515453253,False,False
openbmb/MiniCPM-2B-sft-bf16,25,0.18,25,43,precision,0.17020182300593187,0.0901,0.1925789982177251,-0.6237288600396811,-0.609047017281268,True,False
openlm-research/open_llama_3b,25,0.18,25,36,plateau,0.18895606528624137,0.1305,0.2296402504101977,-1.6359628021783263,-1.8549849099658606,False,False
pankajmathur/orca_mini_3b,25,0.18,25,43,precision,0.16300003926934126,0.1209,0.20294290527586026,-1.198738742721586,-1.2293635725337315,True,False
pankajmathur/orca_mini_v9_5_3B-Instruct,25,0.18,25,43,precision,0.13091971826655102,0.0868,0.15708027448089432,1.0016997616475993,0.8386120616618671,True,False
stabilityai/stablelm-2-1_6b-chat,25,0.18,25,41,precision,0.12052585503931729,0.1456,0.18901280838334347,0.012220790706554813,-0.020172802576797558,True,False
stabilityai/stablelm-2-zephyr-1_6b,25,0.18,25,39,precision,0.1535756788989067,0.139,0.20713881613367421,-0.3913135101431359,-0.1981310414199566,True,False
stabilityai/stablelm-zephyr-3b,25,0.18,25,39,precision,0.13819402701240488,0.1472,0.20190450490740738,0.21566537807224986,0.9177779465746312,True,False
tiiuae/Falcon3-1B-Instruct,25,0.18,25,45,precision,0.10417263531712226,0.0725,0.12691803634201937,0.8139648836928877,0.8244261820419589,True,False
tiiuae/Falcon3-3B-Base,25,0.18,25,48,precision,0.0815416585101232,0.074,0.11011376876931216,1.399999623842926,1.2090583719167758,True,False
