model,params_b
FinancialSupport/saiga-7b,7.0
viethq188/LeoScorpius-7B,7.0
Changgil/K2S3-Mistral-7b-v1.43,7.0
Unbabel/TowerInstruct-7B-v0.1,7.0
flemmingmiguel/Mistrality-7B,7.0
liminerity/Blur-7B-slerp-v0.1,7.0
Locutusque/OpenCerebrum-1.5-Mistral-7B-v0.2-beta,7.0
Muhammad2003/TriMistral-7B-DARETIES,7.0
DreadPoor/Harpy-7B-Model_Stock,7.0
sethuiyer/OpenDolphinHermes_Llama2_7B,7.0
mistralai/Mistral-7B-Instruct-v0.2,7.0
0-hero/Matter-0.2-7B-DPO,7.0
Korabbit/Llama-2-7b-chat-hf-afr-200step-v2,7.0
Cedaros/Test-7B,7.0
Columbia-NLP/gemma-2b-zephyr-dpo,2.0
liminerity/e.star.7b,7.0
DUAL-GPO-2/phi-2-gpo-renew2-b0.001-v2-i1,2.7
macadeliccc/Mistral-7B-v0.2-OpenHermes,7.0
Toten5/Marcoroni-neural-chat-7B-v2,7.0
SeaLLMs/SeaLLM-7B-v2.5,7.0
andysalerno/rainbowfish-7B-v10,7.0
viethq188/LeoScorpius-7B-Chat-DPO,7.0
sethuiyer/Dr_Samantha-7b,7.0
dball/zephyr-7b-dpo-qlora,7.0
flammenai/Mahou-1.0-mistral-7B,7.0
allknowingroger/Neuralmultiverse-7B-slerp,7.0
allenai/OLMo-1.7-7B-hf,7.0
alvarobartt/Mistral-7B-v0.1-ORPO,7.0
mervinpraison/tamil-large-language-model-7b-v1.0,7.0
beowolx/MistralHermes-CodePro-7B-v1,7.0
SanjiWatsuki/Silicon-Maid-7B,7.0
nbeerbower/flammen6-mistral-7B,7.0
CorticalStack/mistral-7b-openhermes-2.5-sft,7.0
Weyaxi/Einstein-openchat-7B,7.0
ChaoticNeutrals/Prima-LelantaclesV5-7b,7.0
eldogbbhed/NeuralMonarchCoderPearlBeagle-T3Q-Mistral-Orca-Math-DPO-7b,7.0
yleo/EmertonMonarch-7B-slerp,7.0
macadeliccc/OmniCorso-7B,7.0
MaziyarPanahi/Mistral-7B-v0.3,7.0
0-hero/Matter-0.1-Slim-7B-C,7.0
elinas/chronos-mistral-7b,7.0
kimou605/shadow-clown-BioMistral-7B-SLERP,7.0
Test157t/Kunocchini-7b,7.0
NousResearch/Hermes-2-Pro-Mistral-7B,7.0
shadowml/Daredevil-7B,7.0
Changgil/K2S3-Mistral-7b-v1.3,7.0
BarryFutureman/NeuralTurdusVariant1-7B,7.0
allknowingroger/NexusMistral2-7B-slerp,7.0
Azure99/blossom-v4-mistral-7b,7.0
hamxea/Mistral-7B-v0.1-activity-fine-tuned-v2,7.0
csujeong/Gemma-7B-Finetuning-JCS-Ko-Ins,7.0
Locutusque/Hercules-1.0-Mistral-7B,7.0
nbeerbower/bophades-v2-mistral-7B,7.0
Wanfq/FuseLLM-7B,7.0
fhai50032/RolePlayLake-7B,7.0
BarraHome/Lucie-7B-v0.2-16bit,7.0
chanwit/flux-7b-v0.2,7.0
YeungNLP/firefly-qwen1.5-en-7b-dpo-v0.1-unsloth,7.0
kwchoi/DPO_mistral_7b_ultra_0124_v1,7.0
l3utterfly/mistral-7b-v0.1-layla-v1,7.0
SCE/Mistral-7B-summ-ia3-pruned20,7.0
prince-canuma/Damysus-2.7B-Chat,2.7
automerger/YamShadow-7B,7.0
sarvamai/OpenHathi-7B-Hi-v0.1-Base,7.0
MaziyarPanahi/Calme-7B-Instruct-v0.5,7.0
hongzoh/Yi-6B_Open-Orca,6.0
ichigoberry/pandafish-2-7b-32k,7.0
yam-peleg/Experiment27-7B,7.0
grimjim/Mistral-Starling-merge-trial1-7B,7.0
spmurrayzzz/Mistral-Syndicate-7B,7.0
Nitral-AI/Visual-LaylelemonMaidRP-7B,7.0
DenLabs/llama-3-7B-DenBot,7.0
bardsai/jaskier-7b-dpo-v5.6,7.0
shadowml/WestBeagle-7B,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint3-code4,7.0
lole25/zephyr-7b-gpo-v6-i1,7.0
edor/Hermes-Platypus2-mini-7B,7.0
wang7776/Mistral-7B-Instruct-v0.2-sparsity-30-v0.1,7.0
Locutusque/NeuralHyperion-2.0-Mistral-7B,7.0
OpenBuddy/openbuddy-mistral-7b-v19.1-4k,7.0
abhishekchohan/mistral-7B-forest-merge,7.0
MiniMoog/Mergerix-7b-v0.2,7.0
qblocks/mistral_7b_DolphinCoder,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,7.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-i0,2.7
juhwanlee/gemma-7B-alpaca-case-2-2,7.0
automerger/YamshadowExperiment28-7B,7.0
lex-hue/Delexa-Instruct-V0.1-7b,7.0
DreadPoor/Chimera-7B-TIES,7.0
maldv/electric-mist-7b,7.0
saishf/West-Maid-7B,7.0
Syed-Hasan-8503/Versatile-7B,7.0
scaledown/ScaleDown-7B-slerp-v0.1,7.0
nnethercott/orca-open_hermes-llava-v1.5-7b-dpo,7.0
Gille/StrangeMerges_6-7B-dare_ties,7.0
allknowingroger/MistralQ-7B-slerp,7.0
ChaoticNeutrals/Eris-Lelanacles-7b,7.0
Yhyu13/LMCocktail-Mistral-7B-v1,7.0
ResplendentAI/Flora_DPO_7B,7.0
jambroz/sixtyoneeighty-7b-dpo,7.0
CorticalStack/mistral-7b-distilabel-truthy-dpo,7.0
Yuma42/KangalKhan-Alpha-Emerald-7B-Fixed,7.0
BarraHome/Mistroll-7B-v2.2,7.0
yam-peleg/Experiment4-7B,7.0
FreedomIntelligence/AceGPT-7B,7.0
Gille/StrangeMerges_8-7B-slerp,7.0
G-reen/EXPERIMENT-DPO-m7b2-2-merged,7.0
macadeliccc/gemma-orchid-7b-dpo,7.0
CorticalStack/shadow-clown-7B-dare,7.0
Locutusque/Hercules-4.0-Mistral-v0.2-7B,7.0
core-3/kuno-dogwalker-7b,7.0
genaicore3434/Mistral-7b-instruct-v0.2-summ-sft-bf16-e1,7.0
yam-peleg/Experiment24-7B,7.0
Nitral-AI/LNSM-RP-7B,7.0
CultriX/Wernicke-7B-dpo,7.0
mahiatlinux/ShadowM7EXP-7B,7.0
Changgil/K2S3-Mistral-7b-v1.46,7.0
jisukim8873/mistral-7B-alpaca-case-2-2,7.0
Test157t/Prima-LelantaclesV6-7b,7.0
splm/zephyr-7b-sft-full-spin-peft-iter1,7.0
automerger/Strangemerges_32Yamshadow-7B,7.0
Gryphe/MythoMist-7b,7.0
jambroz/sixtyoneeighty-7b,7.0
Inv/Konstanta-Alpha-V2-7B,7.0
YouKnowMee/Mistral-7b-instruct-v0.2-summ-dpo-ed2,7.0
Yuma42/KangalKhan-PrimordialSapphire-7B,7.0
cookinai/Bald-Eagle-7B,7.0
deepseek-ai/deepseek-math-7b-instruct,7.0
openagi-project/OpenAGI-7B-v0.1,7.0
Kukedlc/NeuralMarioMonarch-7B-slerp,7.0
Yuma42/KangalKhan-Sapphire-7B,7.0
