criterion_id,a,b,n_persons,flags
bridge_0325_c12,0.531348,4.015984,51,
bridge_0325_c13,0.781871,-1.063836,51,
bridge_0325_c14,2.519627,1.438290,51,
bridge_0325_c15,-0.236120,-2.779847,51,
bridge_0325_c16,2.972231,-3.204205,51,
bridge_0325_c22,2.366539,-0.355095,51,
bridge_0325_c23,3.668714,2.265052,51,
bridge_0325_c38,2.902338,0.221239,51,
bridge_0326_c01,2.836832,3.883678,51,
bridge_0326_c03,-0.489318,1.668084,51,
bridge_0326_c04,0.377967,-0.154138,51,
bridge_0326_c05,0.718575,2.161184,51,
bridge_0326_c07,0.828405,1.850908,51,
bridge_0326_c09,0.389108,1.865448,51,
bridge_0326_c10,1.601399,3.325188,51,
bridge_0326_c11,0.836576,2.439886,51,
bridge_0326_c12,7.665109,16.977713,51,extreme_a
bridge_0326_c13,0.905431,-1.108750,51,
bridge_0326_c14,0.990103,0.983658,51,
bridge_0326_c15,0.363679,-0.840874,51,
bridge_0326_c16,0.847270,-0.773967,51,
bridge_0326_c20,-0.339449,-2.034641,51,
bridge_0326_c21,1.667452,2.795016,51,
bridge_0326_c38,2.191568,3.957564,51,
bridge_0332_c01,0.851325,1.176687,51,
bridge_0332_c02,1.873799,2.969384,51,
bridge_0332_c03,0.640955,-1.231470,51,
bridge_0332_c04,2.858339,-4.048732,51,
bridge_0332_c05,1.617576,0.061627,51,
bridge_0332_c06,0.927706,3.090414,51,
bridge_0332_c07,1.149856,1.024684,51,
bridge_0332_c08,2.097926,1.806646,51,
bridge_0332_c09,1.372401,1.349101,51,
bridge_0332_c10,2.607167,0.356417,51,
bridge_0332_c11,2.377281,0.481481,51,
bridge_0332_c12,1.738239,2.605423,51,
bridge_0332_c13,0.203659,-0.216483,51,
bridge_0332_c14,1.099850,0.572335,51,
bridge_0332_c15,0.123961,-1.855400,51,
bridge_0332_c16,7.018625,-11.582213,51,extreme_a
bridge_0332_c18,1.338270,-1.033538,51,
bridge_0332_c19,1.206536,0.695795,51,
bridge_0332_c39,2.366809,-0.355120,51,
bridge_0339_c01,1.379217,3.116069,51,
bridge_0339_c02,1.394954,3.980865,51,
bridge_0339_c03,-0.008225,0.783486,51,
bridge_0339_c04,0.844206,0.639647,51,
bridge_0339_c05,3.014392,2.224413,51,
bridge_0339_c06,1.394954,3.980865,51,
bridge_0339_c07,1.056414,2.346214,51,
bridge_0339_c08,1.790066,4.454794,51,
bridge_0339_c09,2.188022,2.962080,51,
bridge_0339_c10,2.182544,2.459053,51,
bridge_0339_c11,1.585213,1.737085,51,
bridge_0339_c12,0.802089,3.447938,51,
bridge_0339_c13,0.962654,-1.768264,51,
bridge_0339_c14,2.775082,2.853659,51,
bridge_0339_c15,0.227846,-1.721785,51,
bridge_0339_c16,1.381834,-2.833903,51,
bridge_0339_c17,1.394954,3.980865,51,
bridge_0339_c18,0.771654,0.534051,51,
bridge_0339_c19,0.956702,0.865753,51,
bridge_0339_c37,2.146706,0.458542,51,
bridge_0342_c01,2.440383,4.738407,51,
bridge_0342_c02,1.631781,3.742926,51,
bridge_0342_c03,0.682609,-0.730661,51,
bridge_0342_c04,0.219969,-0.380346,51,
bridge_0342_c05,1.412260,2.369694,51,
bridge_0342_c06,2.355570,5.244013,51,
bridge_0342_c07,1.023134,2.826016,51,
bridge_0342_c08,2.355570,5.244013,51,
bridge_0342_c09,0.605259,1.614584,51,
bridge_0342_c10,1.147170,2.197496,51,
bridge_0342_c11,0.690884,1.024473,51,
bridge_0342_c12,0.564973,2.877672,51,
bridge_0342_c13,0.750103,-1.393326,51,
bridge_0342_c14,0.936574,2.274116,51,
bridge_0342_c15,1.122645,-2.601342,51,
bridge_0342_c16,2.499640,-3.089394,51,
bridge_0342_c20,-0.308258,-3.221047,51,
bridge_0342_c21,1.134548,3.253534,51,
bridge_0342_c37,0.762025,0.828171,51,
bridge_0346_c01,1.105171,2.611380,51,
bridge_0346_c02,0.863488,2.718083,51,
bridge_0346_c03,0.080122,0.032363,51,
bridge_0346_c04,0.613274,-1.724455,51,
bridge_0346_c05,0.354009,1.698966,51,
bridge_0346_c06,0.927706,3.090414,51,
bridge_0346_c07,0.399304,1.190840,51,
bridge_0346_c08,1.637336,5.072667,51,
bridge_0346_c09,0.721664,2.635818,51,
bridge_0346_c10,1.257085,2.723672,51,
bridge_0346_c11,0.497583,0.790305,51,
bridge_0346_c12,0.079046,3.195105,51,
bridge_0346_c13,1.037028,-0.619501,51,
bridge_0346_c14,1.107105,0.898693,51,
bridge_0346_c15,0.179753,-1.203913,51,
bridge_0346_c16,1.582379,-2.554284,51,
bridge_0346_c18,1.144691,-0.133885,51,
bridge_0346_c19,0.288004,1.070608,51,
bridge_0346_c37,0.824087,1.288763,51,
bridge_0348_c01,0.936740,1.593007,51,
bridge_0348_c02,0.716753,2.160351,51,
bridge_0348_c03,0.341192,-0.481012,51,
bridge_0348_c04,1.402328,-2.619002,51,
bridge_0348_c05,1.302532,-0.040597,51,
bridge_0348_c06,0.724941,0.924925,51,
bridge_0348_c07,0.990369,0.983724,51,
bridge_0348_c08,1.484710,2.648970,51,
bridge_0348_c09,0.953872,1.461336,51,
bridge_0348_c10,1.398236,-0.044497,51,
bridge_0348_c11,1.398236,-0.044497,51,
bridge_0348_c12,1.146076,2.196830,51,
bridge_0348_c13,0.901331,-1.882825,51,
bridge_0348_c14,1.297657,0.169331,51,
bridge_0348_c15,0.296796,-1.122353,51,
bridge_0348_c16,1.246937,-2.710160,51,
bridge_0348_c20,0.361360,-2.870530,51,
bridge_0348_c21,1.586999,0.642844,51,
bridge_0348_c37,1.416505,0.391553,51,
bridge_0353_c01,1.240156,2.064486,51,
bridge_0353_c02,1.877820,2.972871,51,
bridge_0353_c03,0.590171,-0.262223,51,
bridge_0353_c04,1.104102,-2.827604,51,
bridge_0353_c05,3.305140,0.933007,51,
bridge_0353_c06,1.402599,3.989257,51,
bridge_0353_c07,1.210499,0.167776,51,
bridge_0353_c08,1.584967,1.736967,51,
bridge_0353_c09,1.772507,0.799816,51,
bridge_0353_c10,2.334053,0.337269,51,
bridge_0353_c11,2.334053,0.337269,51,
bridge_0353_c12,1.566082,2.478088,51,
bridge_0353_c13,1.108832,-0.635604,51,
bridge_0353_c14,1.297407,0.711576,51,
bridge_0353_c15,0.074856,-2.023842,51,
bridge_0353_c16,1.549772,-3.276465,51,
bridge_0353_c20,-1.637336,-5.072667,51,
bridge_0353_c21,1.762027,1.063237,51,
bridge_0353_c38,2.093292,0.190491,51,
bridge_0359_c01,1.119844,1.672336,51,
bridge_0359_c02,1.238029,2.063246,51,
bridge_0359_c03,0.559199,0.339605,51,
bridge_0359_c04,0.558477,-1.561504,51,
bridge_0359_c05,2.180932,1.494456,51,
bridge_0359_c06,0.919204,1.892829,51,
bridge_0359_c07,1.000899,1.221411,51,
bridge_0359_c08,1.842435,3.233130,51,
bridge_0359_c09,4.093184,4.712792,51,
bridge_0359_c10,2.016249,0.987214,51,
bridge_0359_c11,0.988579,0.983284,51,
bridge_0359_c12,0.678667,1.638447,51,
bridge_0359_c13,1.204395,-1.761267,51,
bridge_0359_c14,2.442206,0.633366,51,
bridge_0359_c15,0.224944,-1.721024,51,
bridge_0359_c16,1.302737,-1.818987,51,
bridge_0359_c20,0.341957,-4.007296,51,
bridge_0359_c21,1.611549,2.100513,51,
bridge_0359_c38,2.631509,2.050022,51,
bridge_0360_c01,1.862875,3.593227,51,
bridge_0360_c02,1.637336,5.072667,51,
bridge_0360_c03,0.365569,-0.841302,51,
bridge_0360_c04,1.243316,-3.258029,51,
bridge_0360_c05,1.159693,0.474876,51,
bridge_0360_c06,0.963079,2.515957,51,
bridge_0360_c07,0.691482,1.024599,51,
bridge_0360_c08,1.637336,5.072667,51,
bridge_0360_c09,0.626785,1.234588,51,
bridge_0360_c10,2.118472,1.159116,51,
bridge_0360_c11,1.504393,-0.048664,51,
bridge_0360_c12,3.498674,7.051076,51,
bridge_0360_c13,0.552388,-1.091430,51,
bridge_0360_c14,1.106863,0.898638,51,
bridge_0360_c15,0.150475,-1.311342,51,
bridge_0360_c16,0.235336,-2.059531,51,
bridge_0360_c20,-0.531348,-4.015984,51,
bridge_0360_c21,0.883318,1.069791,51,
bridge_0360_c38,1.346108,1.478668,51,
bridge_0368_c01,0.255523,2.020857,51,
bridge_0368_c02,1.079141,3.666010,51,
bridge_0368_c03,0.385939,-0.237087,51,
bridge_0368_c04,0.656105,-1.126816,51,
bridge_0368_c05,0.850515,0.951006,51,
bridge_0368_c06,0.827112,1.850336,51,
bridge_0368_c07,0.897592,1.311999,51,
bridge_0368_c08,1.776712,2.200840,51,
bridge_0368_c09,0.897700,1.312034,51,
bridge_0368_c10,2.015148,0.986958,51,
bridge_0368_c11,1.149287,1.024532,51,
bridge_0368_c12,1.638855,3.750712,51,
bridge_0368_c13,1.919482,-3.371089,51,
bridge_0368_c14,0.669008,0.914512,51,
bridge_0368_c15,0.145538,-2.486726,51,
bridge_0368_c16,2.306449,-4.155271,51,
bridge_0368_c24,1.857359,-3.990263,51,
bridge_0368_c25,7.665109,16.977713,51,extreme_a
bridge_0368_c37,1.499023,0.062408,51,
bridge_0379_c01,2.480558,3.208922,51,
bridge_0379_c02,0.924652,1.735608,51,
bridge_0379_c03,0.369596,-1.250553,51,
bridge_0379_c04,0.611223,-0.807910,51,
bridge_0379_c05,1.929449,-0.188313,51,
bridge_0379_c06,2.592066,3.004731,51,
bridge_0379_c07,0.955882,0.865582,51,
bridge_0379_c08,1.145556,1.399746,51,
bridge_0379_c09,0.873863,1.432166,51,
bridge_0379_c10,1.996609,0.574709,51,
bridge_0379_c11,1.636751,-0.168799,51,
bridge_0379_c12,0.928830,3.091224,51,
bridge_0379_c13,1.025275,-1.524164,51,
bridge_0379_c14,1.620383,1.025897,51,
bridge_0379_c15,0.559532,-1.561959,51,
bridge_0379_c16,2.856306,-4.046538,51,
bridge_0379_c26,1.322130,-0.574259,51,
bridge_0379_c27,0.712212,-2.767029,51,
bridge_0379_c37,2.093358,0.190493,51,
bridge_0392_c01,0.839704,1.699336,51,
bridge_0392_c02,0.974576,1.337820,51,
bridge_0392_c03,0.161871,-0.132594,51,
bridge_0392_c04,0.813829,-1.685476,51,
bridge_0392_c05,0.807137,0.255975,51,
bridge_0392_c06,1.191251,0.918239,51,
bridge_0392_c07,0.728580,1.977201,51,
bridge_0392_c08,1.566082,2.478088,51,
bridge_0392_c09,0.535482,1.594433,51,
bridge_0392_c10,1.526122,0.400941,51,
bridge_0392_c11,0.482351,0.001779,51,
bridge_0392_c12,0.691659,1.024636,51,
bridge_0392_c13,1.302737,-1.818987,51,
bridge_0392_c14,1.147602,1.400521,51,
bridge_0392_c15,0.033502,-2.467297,51,
bridge_0392_c16,3.749698,-7.478849,51,
bridge_0392_c22,1.731326,-0.533488,51,
bridge_0392_c23,1.954584,0.440034,51,
bridge_0392_c37,0.815868,1.052880,51,
bridge_0393_c01,4.649608,-0.124913,51,
bridge_0393_c02,1.700418,1.183634,51,
bridge_0393_c03,1.533822,-0.273973,51,
bridge_0393_c04,3.372398,-2.661188,51,
bridge_0393_c05,6.314259,-0.710314,51,extreme_a
bridge_0393_c06,2.661936,0.510921,51,
bridge_0393_c07,1.239797,2.064277,51,
bridge_0393_c08,3.855177,0.078123,51,
bridge_0393_c09,1.565592,2.477734,51,
bridge_0393_c10,4.173871,-0.726799,51,
bridge_0393_c11,1.911059,-0.063244,51,
bridge_0393_c12,2.480928,1.096682,51,
bridge_0393_c13,0.065910,-0.202657,51,
bridge_0393_c14,2.573277,0.207708,51,
bridge_0393_c15,0.134310,-0.891305,51,
bridge_0393_c16,1.918335,-3.369883,51,
bridge_0393_c17,1.563165,2.475982,51,
bridge_0393_c18,2.111463,-0.200004,51,
bridge_0393_c19,1.614475,2.102260,51,
bridge_0393_c38,2.948919,0.381906,51,
bridge_0401_c01,0.757314,1.666805,51,
bridge_0401_c03,0.301506,-0.146355,51,
bridge_0401_c04,0.217912,-0.905278,51,
bridge_0401_c05,0.869633,0.351867,51,
bridge_0401_c06,0.833819,2.438329,51,
bridge_0401_c07,1.566318,2.478258,51,
bridge_0401_c08,1.026993,4.364578,51,
bridge_0401_c09,2.046846,2.598326,51,
bridge_0401_c10,0.543082,1.103677,51,
bridge_0401_c11,1.134543,0.267420,51,
bridge_0401_c12,1.634872,3.746326,51,
bridge_0401_c13,1.411133,-1.884155,51,
bridge_0401_c14,0.838873,1.698995,51,
bridge_0401_c15,0.197194,-2.254233,51,
bridge_0401_c16,1.383605,-3.101095,51,
bridge_0401_c20,-0.077125,-3.908596,51,
bridge_0401_c21,2.126240,3.194357,51,
bridge_0401_c38,1.438519,0.505949,51,
bridge_0405_c01,0.580559,2.568093,51,
bridge_0405_c02,1.637336,5.072667,51,
bridge_0405_c03,1.395279,-0.044379,51,
bridge_0405_c04,1.108454,-1.308083,51,
bridge_0405_c05,3.343501,1.700909,51,
bridge_0405_c06,0.863488,2.718083,51,
bridge_0405_c07,1.661549,2.329884,51,
bridge_0405_c09,2.974664,3.301999,51,
bridge_0405_c10,3.669800,2.265490,51,
bridge_0405_c11,2.863537,0.853617,51,
bridge_0405_c12,1.079141,3.666010,51,
bridge_0405_c13,1.192882,-1.345214,51,
bridge_0405_c14,1.409504,2.367803,51,
bridge_0405_c15,0.010544,-2.220168,51,
bridge_0405_c16,1.994862,-2.671791,51,
bridge_0405_c20,-0.531348,-4.015984,51,
bridge_0405_c21,0.927706,3.090414,51,
bridge_0405_c38,2.377281,0.481481,51,
bridge_0406_c01,3.260765,5.889646,51,
bridge_0406_c02,3.779161,5.427756,51,
bridge_0406_c03,0.774459,-0.195550,51,
bridge_0406_c04,0.477797,-1.972353,51,
bridge_0406_c05,1.936227,0.831576,51,
bridge_0406_c06,2.470494,3.875974,51,
bridge_0406_c07,0.762794,0.828306,51,
bridge_0406_c08,3.779161,5.427756,51,
bridge_0406_c09,1.117771,1.826910,51,
bridge_0406_c10,2.016523,0.987277,51,
bridge_0406_c11,0.975053,0.658374,51,
bridge_0406_c12,1.423969,2.857651,51,
bridge_0406_c13,1.331931,-1.996403,51,
bridge_0406_c14,1.191749,0.918356,51,
bridge_0406_c15,0.472904,-2.152362,51,
bridge_0406_c16,0.913648,-2.432034,51,
bridge_0406_c22,1.840716,0.946632,51,
bridge_0406_c23,1.763561,1.063645,51,
bridge_0406_c38,2.442345,0.633385,51,
bridge_0415_c01,1.325635,2.529330,51,
bridge_0415_c02,1.637336,5.072667,51,
bridge_0415_c03,0.596291,1.347236,51,
bridge_0415_c04,0.963831,-0.310912,51,
bridge_0415_c05,1.122958,1.998053,51,
bridge_0415_c06,1.637336,5.072667,51,
bridge_0415_c07,2.122448,3.509620,51,
bridge_0415_c08,2.355570,5.244013,51,
bridge_0415_c09,6.599535,9.313452,51,extreme_a
bridge_0415_c10,1.017425,1.941772,51,
bridge_0415_c11,1.028978,2.127963,51,
bridge_0415_c12,2.355570,5.244013,51,
bridge_0415_c13,1.722059,-1.032564,51,
bridge_0415_c14,1.238029,2.063246,51,
bridge_0415_c15,0.162361,-0.802346,51,
bridge_0415_c16,1.031210,-1.663479,51,
bridge_0415_c17,1.637336,5.072667,51,
bridge_0415_c18,1.103657,2.610311,51,
bridge_0415_c19,1.240674,2.064788,51,
bridge_0415_c38,1.485212,2.649358,51,
bridge_0418_c01,1.557654,0.882549,51,
bridge_0418_c03,0.649043,0.809810,51,
bridge_0418_c04,0.438633,-1.161620,51,
bridge_0418_c05,2.104146,1.809467,51,
bridge_0418_c06,0.802089,3.447938,51,
bridge_0418_c07,1.903866,1.894090,51,
bridge_0418_c08,3.356081,3.999796,51,
bridge_0418_c09,1.590206,1.907694,51,
bridge_0418_c10,2.103841,1.809328,51,
bridge_0418_c11,0.920061,1.893240,51,
bridge_0418_c12,2.480558,3.208922,51,
bridge_0418_c13,0.674646,-0.185071,51,
bridge_0418_c14,2.196992,0.600716,51,
bridge_0418_c15,0.154547,-2.038759,51,
bridge_0418_c16,1.746098,-3.493284,51,
bridge_0418_c20,0.558179,-3.414710,51,
bridge_0418_c21,1.659277,2.328363,51,
bridge_0418_c39,2.197948,0.600841,51,
bridge_0422_c01,0.244626,1.175382,51,
bridge_0422_c02,0.934189,2.272748,51,
bridge_0422_c03,0.603454,0.252941,51,
bridge_0422_c04,0.136830,-0.891681,51,
bridge_0422_c05,0.972949,0.658057,51,
bridge_0422_c06,1.240516,1.436394,51,
bridge_0422_c07,0.378461,1.426527,51,
bridge_0422_c08,1.146586,1.023812,51,
bridge_0422_c09,0.967394,2.518706,51,
bridge_0422_c10,2.146336,0.458506,51,
bridge_0422_c11,1.797440,-0.300277,51,
bridge_0422_c12,0.895168,1.311210,51,
bridge_0422_c13,0.738482,-0.555055,51,
bridge_0422_c14,1.134543,0.267420,51,
bridge_0422_c15,0.099125,-1.694203,51,
bridge_0422_c16,1.276918,-2.512933,51,
bridge_0422_c20,0.259462,-2.519004,51,
bridge_0422_c21,1.027639,0.880934,51,
bridge_0422_c38,1.954837,0.440058,51,
bridge_0426_c01,0.548423,3.303601,51,
bridge_0426_c02,-0.140539,3.221337,51,
bridge_0426_c03,0.426914,-1.642955,51,
bridge_0426_c04,0.488252,-1.177375,51,
bridge_0426_c05,2.366887,-0.355128,51,
bridge_0426_c06,0.564231,2.877343,51,
bridge_0426_c07,0.534183,1.332415,51,
bridge_0426_c09,1.083473,1.248024,51,
bridge_0426_c10,2.902872,0.221262,51,
bridge_0426_c11,2.637029,-0.380380,51,
bridge_0426_c12,1.026993,4.364578,51,
bridge_0426_c13,1.501331,-2.290898,51,
bridge_0426_c14,1.219293,1.718831,51,
bridge_0426_c16,7.749234,-17.147389,51,extreme_a
bridge_0426_c26,1.665501,-2.042420,51,
bridge_0426_c27,1.497335,-4.475906,51,
bridge_0426_c37,2.888247,-0.090844,51,
bridge_0433_c01,2.363127,5.255217,51,
bridge_0433_c02,7.665109,16.977713,51,extreme_a
bridge_0433_c03,0.809980,0.348697,51,
bridge_0433_c04,1.329215,-0.253175,51,
bridge_0433_c05,4.504712,3.211338,51,
bridge_0433_c06,7.665109,16.977713,51,extreme_a
bridge_0433_c07,7.874534,5.320160,51,extreme_a
bridge_0433_c08,6.334451,9.676872,51,extreme_a
bridge_0433_c09,8.847719,4.189613,51,extreme_a
bridge_0433_c10,4.286945,1.338410,51,
bridge_0433_c11,3.030970,1.411591,51,
bridge_0433_c12,7.665109,16.977713,51,extreme_a
bridge_0433_c13,0.824000,-1.837094,51,
bridge_0433_c14,1.634872,3.746326,51,
bridge_0433_c16,1.915697,-1.848643,51,
bridge_0433_c21,2.672735,2.526458,51,
bridge_0433_c38,1.926114,1.107107,51,
bridge_0438_c01,1.489173,2.652432,51,
bridge_0438_c02,1.338895,1.943563,51,
bridge_0438_c03,0.803491,-0.381635,51,
bridge_0438_c04,0.369051,-1.621770,51,
bridge_0438_c05,1.825982,0.553052,51,
bridge_0438_c06,1.365637,2.139591,51,
bridge_0438_c07,0.772621,0.534146,51,
bridge_0438_c08,1.972235,4.138460,51,
bridge_0438_c09,0.845112,0.639769,51,
bridge_0438_c10,2.099897,1.993495,51,
bridge_0438_c11,1.122272,0.681653,51,
bridge_0438_c12,0.718342,2.634056,51,
bridge_0438_c13,0.929329,-0.023765,51,
bridge_0438_c14,0.955430,1.088928,51,
bridge_0438_c15,0.505192,-2.946501,51,
bridge_0438_c16,2.449645,-3.617641,51,
bridge_0438_c17,3.498674,7.051076,51,
bridge_0438_c18,1.007361,-0.512877,51,
bridge_0438_c19,1.226706,0.376160,51,
bridge_0438_c38,2.776690,2.854744,51,
bridge_0440_c01,0.548423,3.303601,51,
bridge_0440_c03,0.078532,2.768886,51,
bridge_0440_c04,0.401796,0.007297,51,
bridge_0440_c07,0.867240,2.720440,51,
bridge_0440_c09,1.335593,0.834194,51,
bridge_0440_c10,0.803230,3.448712,51,
bridge_0440_c11,1.243326,1.437499,51,
bridge_0440_c13,1.133707,-1.870525,51,
bridge_0440_c14,2.363127,5.255217,51,
bridge_0440_c15,0.924128,-2.059909,51,
bridge_0440_c16,4.033893,-3.034653,51,
bridge_0440_c24,1.070832,-0.730810,51,
bridge_0440_c25,1.026993,4.364578,51,
bridge_0440_c38,1.129586,1.531046,51,
bridge_0444_c01,1.453814,1.835859,51,
bridge_0444_c03,0.203315,-0.216447,51,
bridge_0444_c04,0.262077,-1.889389,51,
bridge_0444_c05,1.972235,4.138460,51,
bridge_0444_c07,1.178509,0.582919,51,
bridge_0444_c08,0.520655,2.082762,51,
bridge_0444_c09,1.668566,2.795931,51,
bridge_0444_c10,2.225858,1.036258,51,
bridge_0444_c11,1.170541,1.277314,51,
bridge_0444_c12,0.357266,1.699548,51,
bridge_0444_c13,0.563113,0.427674,51,
bridge_0444_c14,1.840013,0.946470,51,
bridge_0444_c15,0.820851,-1.835278,51,
bridge_0444_c16,1.158224,-2.416377,51,
bridge_0444_c20,0.361983,-2.870814,51,
bridge_0444_c21,0.821122,2.019180,51,
bridge_0444_c37,1.298631,1.191321,51,
bridge_0449_c01,1.017810,1.778236,51,
bridge_0449_c02,0.200757,2.465660,51,
bridge_0449_c03,0.192625,0.595727,51,
bridge_0449_c04,1.012662,-0.926657,51,
bridge_0449_c05,0.496931,0.790235,51,
bridge_0449_c06,0.259923,1.411611,51,
bridge_0449_c07,2.854991,3.538558,51,
bridge_0449_c08,0.657168,1.127137,51,
bridge_0449_c09,1.505438,2.227418,51,
bridge_0449_c10,0.889431,0.546471,51,
bridge_0449_c11,0.147476,1.285253,51,
bridge_0449_c12,-0.141470,3.221558,51,
bridge_0449_c13,1.586439,-2.557617,51,
bridge_0449_c14,0.719943,1.141944,51,
bridge_0449_c15,-0.311081,-1.850610,51,
bridge_0449_c16,-0.090117,-1.677131,51,
bridge_0449_c22,0.447662,-0.078540,51,
bridge_0449_c23,0.755214,0.346088,51,
bridge_0449_c38,1.070961,0.780477,51,
bridge_0476_c01,1.733007,1.809013,51,
bridge_0476_c02,2.045553,2.597395,51,
bridge_0476_c03,0.573795,0.609310,51,
bridge_0476_c04,1.279341,-1.517371,51,
bridge_0476_c05,2.368034,1.740231,51,
bridge_0476_c06,1.776712,2.200840,51,
bridge_0476_c07,1.329823,2.532381,51,
bridge_0476_c08,1.919187,2.088987,51,
bridge_0476_c09,1.603807,3.327554,51,
bridge_0476_c10,2.643614,1.303250,51,
bridge_0476_c11,2.052346,0.716679,51,
bridge_0476_c12,2.102919,1.808910,51,
bridge_0476_c13,0.961252,-1.245373,51,
bridge_0476_c14,2.358686,0.915420,51,
bridge_0476_c15,0.372382,-2.563347,51,
bridge_0476_c16,1.920119,-3.371760,51,
bridge_0476_c22,1.733691,1.809350,51,
bridge_0476_c23,2.182544,2.459053,51,
bridge_0476_c38,2.129426,1.644018,51,
bridge_0478_c01,0.838846,1.698983,51,
bridge_0478_c02,0.716308,2.160148,51,
bridge_0478_c03,0.224572,-0.059009,51,
bridge_0478_c04,0.371563,-1.251135,51,
bridge_0478_c05,0.526391,0.605492,51,
bridge_0478_c06,0.655905,1.781410,51,
bridge_0478_c07,0.194217,1.066332,51,
bridge_0478_c08,1.861623,3.591894,51,
bridge_0478_c09,0.430851,2.055887,51,
bridge_0478_c10,0.574512,0.609372,51,
bridge_0478_c11,0.714503,-0.100768,51,
bridge_0478_c12,1.017228,1.777961,51,
bridge_0478_c13,1.103639,-1.432027,51,
bridge_0478_c14,0.481860,0.602393,51,
bridge_0478_c15,-0.086678,-2.010669,51,
bridge_0478_c16,1.618490,-3.690804,51,
bridge_0478_c24,0.804133,-3.167930,51,
bridge_0478_c25,0.385450,2.252124,51,
bridge_0478_c37,0.753957,0.074741,51,
bridge_0479_c01,2.447334,2.633659,51,
bridge_0479_c02,9.522539,17.189558,51,extreme_a
bridge_0479_c03,1.407325,-0.152860,51,
bridge_0479_c04,0.223093,-1.447457,51,
bridge_0479_c05,1.911820,0.184787,51,
bridge_0479_c06,6.796388,11.228639,51,extreme_a
bridge_0479_c07,1.510521,0.286208,51,
bridge_0479_c08,2.697082,6.779190,51,
bridge_0479_c09,1.651298,0.412008,51,
bridge_0479_c10,2.335338,0.337356,51,
bridge_0479_c11,1.955765,0.440146,51,
bridge_0479_c12,2.592066,3.004731,51,
bridge_0479_c13,0.396160,-0.321225,51,
bridge_0479_c14,1.392799,0.063307,51,
bridge_0479_c15,0.352084,-3.295599,51,
bridge_0479_c16,1.738338,-3.484539,51,
bridge_0479_c21,2.746846,0.675261,51,
bridge_0479_c38,2.086937,0.060500,51,
bridge_0489_c01,1.146076,2.196830,51,
bridge_0489_c03,0.121750,0.512932,51,
bridge_0489_c04,0.204439,-0.216566,51,
bridge_0489_c05,1.129451,1.530990,51,
bridge_0489_c06,1.637336,5.072667,51,
bridge_0489_c07,0.089889,1.833835,51,
bridge_0489_c09,0.203060,2.465900,51,
bridge_0489_c10,1.271743,2.275865,51,
bridge_0489_c11,1.296939,0.711493,51,
bridge_0489_c12,0.080811,2.768870,51,
bridge_0489_c13,1.192530,-1.610790,51,
bridge_0489_c14,1.129169,1.530873,51,
bridge_0489_c15,0.616955,-1.877068,51,
bridge_0489_c16,0.958038,-1.244037,51,
bridge_0489_c24,0.299687,-0.921802,51,
bridge_0489_c25,1.402599,3.989257,51,
bridge_0489_c38,1.585770,1.737353,51,
bridge_0504_c01,0.714334,2.375285,51,
bridge_0504_c02,6.796388,11.228639,51,extreme_a
bridge_0504_c03,0.821131,0.838865,51,
bridge_0504_c04,0.121263,-0.450533,51,
bridge_0504_c05,1.335449,0.834163,51,
bridge_0504_c06,2.128251,3.196196,51,
bridge_0504_c07,1.566082,2.478088,51,
bridge_0504_c08,2.480558,3.208922,51,
bridge_0504_c09,1.201704,1.160857,51,
bridge_0504_c10,1.934957,0.831328,51,
bridge_0504_c11,1.526695,0.400991,51,
bridge_0504_c12,1.847879,3.238331,51,
bridge_0504_c13,0.633483,-1.343856,51,
bridge_0504_c14,0.926236,1.736309,51,
bridge_0504_c15,-0.617646,-2.118053,51,
bridge_0504_c16,1.233053,-2.950002,51,
bridge_0504_c20,0.765434,-3.580010,51,
bridge_0504_c21,1.620271,1.025868,51,
bridge_0504_c39,2.015148,0.986958,51,
bridge_0508_c01,1.363549,3.463694,51,
bridge_0508_c02,0.548069,3.303440,51,
bridge_0508_c03,-0.136264,1.196046,51,
bridge_0508_c04,0.202839,-0.808894,51,
bridge_0508_c05,0.872282,1.431608,51,
bridge_0508_c06,0.822949,2.212092,51,
bridge_0508_c07,0.617081,2.117829,51,
bridge_0508_c08,1.631781,3.742926,51,
bridge_0508_c09,1.631781,3.742926,51,
bridge_0508_c10,1.362537,2.137690,51,
bridge_0508_c11,1.338189,1.943174,51,
bridge_0508_c12,1.254724,2.721853,51,
bridge_0508_c13,0.333321,-0.068606,51,
bridge_0508_c14,0.990218,0.983687,51,
bridge_0508_c15,0.223560,-1.720663,51,
bridge_0508_c16,0.951998,-1.620703,51,
bridge_0508_c26,0.930423,0.355411,51,
bridge_0508_c27,0.450401,-0.861655,51,
bridge_0508_c37,0.822632,1.288318,51,
bridge_0509_c01,0.836576,2.439886,51,
bridge_0509_c02,0.564231,2.877343,51,
bridge_0509_c03,0.999190,-0.123002,51,
bridge_0509_c04,0.822043,-0.867800,51,
bridge_0509_c05,1.071425,0.780566,51,
bridge_0509_c06,0.821530,2.211359,51,
bridge_0509_c07,0.756082,0.346127,51,
bridge_0509_c08,0.428722,2.055320,51,
bridge_0509_c09,0.952416,1.460789,51,
bridge_0509_c10,0.953732,1.088465,51,
bridge_0509_c11,1.755551,0.180250,51,
bridge_0509_c12,0.084423,2.215155,51,
bridge_0509_c13,0.699842,-0.365498,51,
bridge_0509_c14,1.134093,0.267401,51,
